,GSM4331587,GSM4331588,GSM4331589,GSM4331592,GSM4331593,GSM4331594,GSM4331595,GSM4331596,GSM4331597,GSM4331599,GSM4331600,GSM4331601,GSM4331602,GSM2198196,GSM2198197,GSM2198198,GSM2198200
USP7,5.346708257,5.416080257,5.642160257,5.677984257,5.632226257,5.682540257,5.577236257,5.461500257,5.402684257,5.237152257,5.596382257,5.611214257,5.622164257,5.711430743,5.878226743,5.857133443,5.415365343
CNOT10,5.096831957,5.192688624,5.230071957,5.176068624,5.029971957,5.372131957,5.315321957,4.91027529,5.043258624,5.235621957,5.370688624,5.50439529,5.354508624,5.22566931,5.50874801,5.18603671,5.35295531
TCOF1,6.562862751,6.842444751,6.638052751,6.727100751,6.688922751,6.739316751,6.668342751,6.396604751,6.548120751,6.571794751,6.781348751,6.885942751,6.828064751,6.561264999,6.783103549,6.909055499,6.297735099
CAMK2B,3.536064945,3.507444945,3.364764945,3.558536945,3.274518945,3.515678945,3.509312945,3.414874945,3.479962945,3.512736945,3.462974945,3.443270945,3.378348945,4.418608055,3.757385055,3.995303055,2.866088355
PHF17,5.175237948,6.275282393,6.756645726,6.072833504,5.979662393,6.810094615,6.754073504,6.55526906,6.408566837,6.466657948,6.826884615,6.840672393,6.809931282,7.41470994,6.68770979,7.22266069,6.37152844
FAM126A,7.112795894,6.916329227,7.526039227,6.638682561,6.698072561,7.537265894,7.671242561,7.286422561,6.857022561,7.373319227,7.560222561,7.661489227,7.437679227,7.658144939,6.212653439,6.751969939,7.897027439
RNFT1,5.92557583,5.91101833,5.91294583,6.21366333,6.28928083,5.73521583,5.91623083,5.91717083,5.82177083,5.52899833,5.86284333,5.79819083,5.75481333,6.69764067,5.42804667,5.93352407,5.82916067
CALB2,5.134990082,4.828360082,4.838090082,5.524010082,5.310120082,5.349050082,4.827120082,4.867540082,4.789440082,5.108900082,4.920060082,4.844350082,5.015100082,6.043815518,4.436455218,7.151668918,4.537620918
HDAC6,6.224066702,6.165865274,6.152235274,6.125242416,6.171029559,6.216189559,6.105050988,6.139726702,6.147002416,6.096115274,6.075425274,6.228576702,6.100920988,6.225998069,6.235215669,6.256370869,6.276524119
UCHL5,5.321475897,5.467160341,5.467047008,5.524104786,5.408122564,5.558341452,5.321357008,5.363350341,5.26263923,5.251187008,5.64466923,5.525492564,5.664797008,5.890195481,5.790179881,5.487642881,5.366350881
LANCL2,4.590246838,4.523056838,4.916569338,4.689514338,4.593456838,4.866696838,4.717939338,4.950424338,4.676351838,4.976396838,4.786104338,4.719734338,4.821211838,4.798932462,5.391018962,5.014185962,5.216337262
MYH1,2.282923857,2.154243857,2.148233857,2.253383857,2.154243857,2.162073857,1.970213857,2.195553857,2.096073857,1.893963857,2.231063857,2.057143857,2.109053857,1.723652743,1.806806943,2.123962843,2.573453143
TASP1,5.380404685,5.852196685,5.759980685,5.563648685,5.521024685,5.388230685,5.686258685,5.472990685,5.525646685,5.476042685,5.550974685,5.527606685,5.344476685,5.112850315,5.501691615,5.387621315,5.966000815
RFX5,7.077628895,6.635668895,6.451278895,6.545632228,6.412002228,6.100652228,6.274798895,6.762408895,6.749752228,7.158875561,6.015305561,6.111065561,6.238828895,6.137251439,5.968431139,6.002370039,7.055115839
TTC33,4.983784404,5.602564404,5.151397737,5.133517737,5.008247737,4.812984404,4.899947737,4.83115107,5.19100107,4.896417737,4.589184404,4.479344404,4.72504107,5.202318263,5.130639663,5.057838263,5.330858863
RABL3,6.770710772,6.604544106,6.973100772,6.922977439,6.869924106,6.748457439,6.751857439,6.539280772,6.545934106,6.424537439,6.674894106,6.816484106,6.627944106,6.876017728,6.747905828,6.889466928,6.734234928
ESF1,6.087919859,5.678179859,5.710099859,5.954019859,5.998343192,5.709469859,5.808559859,5.739983192,5.812806525,5.404379859,5.593116525,6.051719859,5.975279859,5.536358441,5.894439141,5.546308141,5.982702141
EGFR,6.040716311,5.955037561,6.569185061,5.925657561,5.893495061,6.351612561,5.991711311,6.994541311,6.949165061,7.186415061,6.079913811,6.072795061,6.041421311,6.539414522,7.154414489,6.504271856,5.917087789
RAI2,5.509618987,5.621528987,5.550655654,5.59016232,5.480865654,5.672195654,5.697825654,5.88265232,5.448265654,5.955895654,5.521498987,5.62874232,5.821875654,5.25579768,5.45888768,5.76807768,5.71111768
CDKN2D,6.33395152,6.22596152,6.07415152,5.83953152,5.77120152,6.26182152,5.32015152,5.48597152,5.49576152,5.88841152,6.19987152,6.19987152,6.22154152,5.62833108,6.61485748,5.54315598,6.61012248
POLR3GL,8.172480456,8.549750456,8.410160456,8.331520456,8.565310456,8.230040456,8.417740456,8.410160456,8.449560456,8.344540456,8.373160456,8.351710456,8.347060456,8.288272044,8.204263844,8.363829694,8.413796444
FAM98C,6.942460238,7.659390238,7.578670238,7.495110238,7.537600238,7.449890238,7.385280238,7.379390238,7.215430238,7.573310238,7.483750238,7.589080238,7.211610238,7.787098762,8.022894762,7.804783762,7.146396762
NDE1,6.352452419,6.483632419,6.296314919,6.487499919,6.516044919,6.348022419,6.193724919,6.221357419,6.243109919,6.360804919,6.371837419,6.249754919,6.314174919,6.286555081,6.778451081,6.058238731,6.170272581
SLC38A3,4.941219995,4.870179995,4.783894995,5.002959995,5.032734995,5.186924995,4.865904995,4.893969995,4.979224995,5.020414995,5.017954995,5.011294995,5.068299995,4.517123705,5.094927305,5.142074605,4.909371005
ANKHD1,5.800835602,5.943060602,6.293495602,6.056255602,6.330885602,6.169675602,6.175795602,5.917100602,5.603300602,6.371080602,6.212340602,6.142645602,6.497665602,6.604407898,6.512344398,6.231807148,5.929751798
NCOR1,6.913891658,7.325087658,7.140787658,6.969561658,7.100023658,7.299121658,7.181871658,7.039195658,7.022767658,7.062431658,7.214263658,7.321421658,7.400207658,7.520838675,7.421839342,7.184240009,7.112764675
NLN,4.642072426,4.655025759,4.945705759,5.324742426,5.392299093,5.409215759,5.382572426,4.962572426,5.042399093,4.639895759,5.344525759,5.384962426,5.285972426,4.658192507,4.899995607,4.550659507,5.783628907
LOH12CR1,4.679082149,5.240702149,5.257597149,4.922747149,5.044502149,5.028862149,5.281122149,5.128927149,5.136422149,4.944842149,5.216912149,5.092197149,5.095582149,5.422221551,5.515187851,4.937011551,4.948224851
GATAD1,6.387406192,6.231536192,6.453316192,6.408249525,6.449092858,6.362196192,6.487119525,6.514739525,6.672799525,6.482499525,6.364696192,6.492196192,6.487232858,6.372851842,6.285796642,6.453384142,6.801446942
POLB,4.666717264,6.268857264,5.334547264,6.105357264,6.020707264,5.806627264,5.776287264,5.355947264,5.610587264,5.059147264,5.781497264,5.970297264,5.936807264,5.925490036,5.837471736,5.573089736,5.516561136
NEB,3.27581115,3.47018115,3.310217817,3.397424483,3.42433115,3.366924483,3.407084483,3.407997817,3.460704483,3.458807817,3.439937817,3.484857817,3.38277115,3.851302817,4.610102517,2.671845117,2.848789417
TMEM147,9.790479908,9.884779908,8.980509908,9.524959908,9.354999908,9.487639908,9.672339908,9.678199908,9.685759908,9.571329908,9.613929908,9.570479908,9.430379908,9.820106092,9.723913592,9.436049092,9.316716592
EP300,5.544120626,5.514710626,5.622240626,5.409030626,5.767180626,5.463860626,5.667630626,5.526440626,5.675980626,5.126380626,5.059140626,5.544120626,5.458450626,5.450534374,5.696038374,5.560979374,5.687878374
GNG4,3.078066291,3.242329625,3.228442958,3.474502958,3.502809625,3.145176291,3.277139625,2.906439625,3.243516291,3.166586291,3.188716291,3.165456291,3.200336291,3.147065259,2.790850009,3.143481659,3.153244859
VARS2,5.06987794,5.30766794,5.22262294,5.35665794,5.34367794,5.14059044,5.05256044,5.01104044,5.24330294,5.16836544,5.20760294,5.11212544,5.15779544,5.40718356,4.99022786,5.77670756,5.22168696
S100A12,2.727595395,2.808895395,2.808895395,2.891805395,2.950745395,2.920445395,2.639865395,2.658095395,2.579875395,2.725595395,2.938435395,2.938435395,2.666695395,2.939432305,2.294819105,4.263668205,2.158691605
FUBP3,7.36436558,7.292048914,7.541218914,7.554912247,7.586192247,7.49341558,7.543002247,7.47814558,7.336512247,7.219348914,7.471102247,7.452672247,7.34459558,7.31532342,7.46674217,7.38765742,7.43365392
ATOH8,7.901207047,6.871412047,6.800377047,8.044027047,7.991957047,6.629387047,6.728457047,7.269377047,7.825922047,7.926107047,6.634412047,6.683882047,6.732647047,6.953449653,7.484178453,7.356060953,7.717262953
ZNF784,3.665751629,4.000431629,3.786331629,3.753701629,3.568011629,3.954351629,3.933671629,3.769691629,3.852591629,3.747671629,4.043611629,3.769691629,3.769691629,4.796417671,4.168309371,3.482540971,3.963545771
MIS12,6.907092313,6.448942313,5.969158979,6.430938979,6.274375646,6.644052313,6.281515646,6.197992313,6.176132313,6.391242313,6.652988979,6.660592313,6.580508979,6.251434754,6.150370054,6.305953354,6.824619354
MCHR1,3.732174669,3.673429669,3.789794669,3.926424669,3.809689669,3.640494669,3.800004669,3.988399669,3.637354669,3.465679669,3.537224669,3.430864669,3.614639669,2.575521631,2.697532831,2.769161631,4.305168831
C9orf40,5.096533048,5.211133048,4.849463048,5.155388048,5.050323048,4.998238048,4.371453048,5.015573048,5.213033048,5.172498048,4.839638048,4.822843048,5.041853048,4.870017952,4.510726052,5.103517452,5.158264802
HR,7.169236569,7.432131569,7.411311569,7.039341569,6.862591569,6.938136569,7.097841569,6.960556569,6.995336569,7.005191569,7.188596569,6.944911569,7.040051569,7.153792681,7.622367581,6.906722731,6.839617431
MYBPC3,7.181877289,7.400762289,7.304702289,7.169772289,7.435387289,7.311367289,7.268222289,7.301417289,7.294337289,7.204262289,7.228827289,7.236902289,7.208312289,6.945829711,7.457180711,7.255594711,7.229938711
C14orf149,5.173159201,5.185845868,5.113162535,5.489369201,5.512462535,5.516045868,5.679322535,5.502572535,5.578942535,5.607065868,5.722869201,5.690629201,5.429355868,4.814211465,5.056217165,5.073642665,5.652033465
NFKB2,6.473706199,6.391616199,6.373816199,6.347976199,6.091616199,6.369996199,5.815946199,6.217976199,6.354046199,6.461706199,6.523456199,6.354046199,6.418676199,6.474955801,6.142525101,6.530140801,6.617518801
FJX1,6.836160769,6.040880769,7.500400769,6.106160769,6.178360769,7.065200769,6.571970769,7.004630769,6.219050769,6.469790769,7.009080769,7.041630769,6.927950769,6.217360231,6.651927931,6.390128631,6.694275231
CCDC91,5.823594689,5.642406689,5.404664689,5.570626689,5.570172689,5.763112689,5.699612689,5.849414689,5.829188689,5.596604689,5.802130689,5.929366689,5.894132689,6.464815611,5.562218611,6.041835311,5.949372311
STEAP1,5.842472193,5.422132193,5.739167193,4.942317193,4.891402193,4.625632193,4.241107193,4.510647193,3.938747193,4.936627193,4.552167193,4.604452193,4.647567193,3.354835807,2.993473507,4.686169807,6.003530807
FBXW2,5.865832875,6.280189541,6.135872875,6.034222875,6.039569541,5.901019541,6.047832875,5.971182875,6.002049541,5.515342875,6.020916208,5.956809541,5.897469541,6.854595709,5.922739609,6.214349659,6.045519609
CYP39A1,3.695562916,3.731666249,3.693652916,3.700556249,3.743559582,4.502679582,4.902512916,6.022542916,6.095886249,4.237066249,4.979526249,4.738112916,4.580669582,4.522161084,6.136668084,4.200217684,3.886500384
C7orf31,2.515482566,2.794182566,2.603497566,2.366302566,2.371327566,2.309447566,2.287777566,2.562587566,2.597787566,2.656677566,2.303757566,2.098722566,2.125592566,2.143868034,2.406626634,2.966302934,2.643769434
MED23,6.15122639,6.071289723,5.87807639,6.23527639,6.348519723,5.959573056,6.017773056,5.76973639,5.977333056,5.598963056,5.869573056,5.83269639,5.937003056,6.110122052,6.317588452,5.681599252,6.170373377
PPARD,5.674103507,5.794093507,5.784763507,6.013156841,5.774276841,5.961540174,6.061516841,5.679626841,5.810620174,5.781983507,5.844650174,5.852136841,6.082143507,6.114854609,6.081304159,5.727738509,5.722502759
MN1,5.042625294,5.924135294,5.413315294,5.627115294,5.735895294,5.702545294,6.141145294,7.511775294,7.650045294,7.689925294,5.861585294,5.916185294,5.786225294,4.394772906,4.332969106,4.487176106,7.595525706
ADAP2,4.922563574,5.141903574,4.835693574,5.162233574,4.957598574,5.010818574,5.080103574,4.750433574,4.968223574,5.045958574,5.140413574,5.013453574,5.046698574,4.327179826,4.574462426,4.402838126,6.388143926
AGTR1,4.829689568,5.632174568,5.245969568,5.104554568,4.941584568,5.618794568,6.360074568,5.132819568,4.992684568,5.522044568,6.117749568,6.182539568,5.929819568,4.035175832,4.569346432,6.250395432,6.079312432
KCTD11,6.416114021,6.237544021,6.426529021,6.040584021,6.014719021,6.039429021,6.241344021,6.431724021,6.086834021,6.118094021,6.173859021,5.955449021,6.078569021,4.880753979,6.706081979,5.950660979,6.500456679
EMID2,5.224363155,5.129163155,5.158903155,5.203453155,4.957223155,5.057033155,5.118193155,5.085903155,5.129163155,4.845263155,5.129163155,5.115293155,5.129163155,5.155751845,4.939746145,5.485862845,4.977717145
RUNX2,6.593529524,5.937594524,6.264139524,6.511924524,6.634219524,7.401279524,7.296694524,6.622269524,6.642244524,6.446074524,7.239119524,7.361309524,7.329359524,5.647665976,6.115306376,5.573328876,7.182801226
ARHGEF4,5.181760635,5.610385635,5.740280635,5.190213135,5.325605635,5.411493135,5.600718135,5.474840635,5.391225635,5.406280635,5.512328135,5.423503135,5.494743135,5.595227365,6.805048365,5.450605365,4.338236665
KLF12,3.987589152,4.094372486,4.197805819,4.272164152,4.260745819,4.707619152,4.495160819,3.787782486,3.855342486,3.411674152,4.544230819,4.633105819,4.758600819,4.270468848,3.730770148,3.848614248,4.696438148
TTPAL,5.770530967,6.296395967,6.206315967,6.630305967,6.710020967,6.531130967,6.730385967,6.194245967,6.274445967,6.167740967,6.448500967,6.481670967,6.375400967,6.338350633,6.806786033,6.262961733,6.002369233
FCHO1,6.67419045,6.89687045,6.76875045,6.71718045,6.63092045,6.88226045,6.78978045,6.35287045,6.53187045,6.70438045,6.47943045,6.55201045,6.90519045,6.85107505,6.84000555,6.48011655,6.43054255
ZSWIM7,4.754973338,4.955520005,4.690910005,4.983413338,5.042036671,4.632283338,4.795120005,4.347600005,4.488550005,4.424586671,4.758080005,4.851070005,4.799563338,5.296037995,5.422703995,4.867033595,4.388722595
IL1A,5.723534383,2.831114383,3.039954383,2.933754383,3.243494383,2.990714383,2.699894383,2.746294383,2.693614383,2.629634383,2.533024383,2.705114383,3.057124383,3.836094417,3.528399017,2.648020217,2.446355617
PTH1R,4.299691122,4.496981122,4.478501122,4.329571122,4.199591122,4.376021122,4.075411122,4.047651122,4.034521122,3.941701122,4.171381122,4.524241122,4.202481122,3.667201478,3.445403678,4.390061878,4.702930428
BSN,3.052371279,2.850771279,3.088731279,3.346371279,3.258541279,3.138461279,3.113651279,3.298761279,2.868651279,2.651501279,3.216521279,3.033461279,3.044331279,2.629403121,3.102738721,3.324718521,3.168178721
ESCO1,5.393894596,5.297644596,5.469129596,5.336489596,5.132019596,4.973299596,5.313144596,5.226299596,5.443704596,5.190029596,4.976704596,5.169614596,5.236599596,5.537064704,5.432261404,4.835344004,5.283213804
RPH3AL,5.798849532,5.785704532,5.639332032,5.676537032,5.600247032,5.768667032,5.778782032,5.625472032,5.709244532,5.702554532,5.790912032,5.763617032,5.764677032,5.783203468,5.613521168,5.499094468,5.663613468
OTOR,2.30314228,2.31250228,2.31472228,2.41875228,2.20911228,2.45149228,2.24308228,2.23515228,2.17218228,2.29810228,2.20911228,2.25347228,2.41373228,2.27496632,2.29756112,2.29578202,2.30233242
LETM1,8.322655162,8.337895162,8.320817662,8.495537662,8.450280162,8.597727662,8.553750162,8.220702662,8.268902662,8.121687662,8.427827662,8.487945162,8.600945162,8.617127838,8.428122338,8.648252338,8.271984688
NFXL1,6.755499338,6.297699338,6.121679338,6.777249338,6.643959338,6.367939338,6.299969338,5.596539338,6.455749338,5.759169338,6.468749338,6.229389338,6.158309338,6.291292662,5.757533062,6.088482662,6.244914662
PLCXD1,6.316012927,5.456467927,5.497232927,6.101297927,5.962657927,5.438977927,5.302417927,5.171202927,5.007047927,4.758327927,5.477497927,5.411377927,5.442077927,6.072100373,6.640836373,5.627645073,4.985416073
METTL7B,4.046495068,4.185145068,4.865225068,4.488145068,4.520795068,4.179925068,4.411645068,4.557195068,4.216575068,4.027235068,4.355865068,4.099665068,4.165335068,5.950753932,2.852640632,5.323488932,3.413488932
HAAO,4.493887037,4.359362037,4.390922037,4.588682037,4.442122037,4.660312037,4.653757037,4.268672037,4.412037037,4.389902037,4.551087037,4.316942037,4.545392037,4.005684563,4.467789113,4.418106713,4.735794463
FCN3,5.205479391,5.390884391,5.359214391,5.380444391,5.174994391,5.422539391,5.429449391,5.456444391,5.472524391,5.425074391,5.440594391,5.339939391,5.340539391,5.265825609,5.742143909,5.374893909,5.168485609
WDSUB1,5.845302021,6.102212021,5.921462021,5.713467021,5.673447021,6.451507021,6.111937021,5.873442021,5.952242021,6.126172021,6.527232021,6.489217021,6.514667021,6.503125379,6.336769979,6.599345979,6.340217379
SLK,8.011107827,7.61460116,7.933784493,7.720744493,7.62060116,7.78861116,7.71599116,7.99053116,7.58313116,8.010917827,7.757574493,7.715604493,7.81472116,7.93789884,7.96845484,7.85608084,7.98161734
SNTB1,5.433157558,5.539271558,5.414589558,5.579651558,5.487113558,6.592207558,6.425737558,5.421941558,5.488463558,5.072087558,6.581811558,6.759147558,6.630639558,6.758686442,6.808803942,6.592274442,6.030749742
ZNF193,5.655739043,5.362215709,5.349585709,5.673549043,5.603529043,5.374202376,5.201492376,5.324289043,5.272539043,5.486015709,5.452062376,5.264685709,5.407469043,5.609149624,5.391943624,5.413325124,5.476996624
CHP2,4.427809036,4.327689036,4.375769036,4.288934036,4.130839036,4.513914036,4.439674036,4.539679036,4.530924036,4.328699036,4.663054036,4.387614036,4.425999036,3.431823464,8.142080964,3.413406964,1.946452364
P2RY6,3.246859727,3.672674727,3.474704727,3.465504727,3.379394727,3.563304727,3.472374727,4.310409727,3.629179727,3.649079727,3.392474727,3.506909727,3.458934727,1.921343273,3.145877973,3.706088673,4.767112873
HEATR5A,5.019708833,5.323922166,4.902335499,5.485898833,5.520415499,5.681772166,5.498208833,6.337465499,6.325368833,6.112458833,5.532358833,5.641168833,5.753852166,5.421048617,4.735160717,5.244268817,6.157743917
CEP290,3.652216157,3.708896157,3.698116157,3.765071157,3.654501157,3.617673657,3.824186157,3.294456157,3.506318657,3.338276157,3.660213657,4.370026157,4.067591157,4.000079843,3.863850143,3.957554143,4.399043843
ATP8B2,7.227700831,7.211157498,7.141924164,7.229107498,7.122984164,7.388904164,7.588747498,7.466457498,7.472650831,7.596420831,7.359104164,7.380254164,7.273934164,6.432302002,5.850890502,6.579749502,8.471461502
ZBTB39,4.657780624,4.42862729,4.403330624,4.502093957,4.51170729,4.511480624,4.520610624,4.368313957,4.518123957,4.400710624,4.724973957,4.496550624,4.46474729,4.036683643,4.678717743,4.394079743,4.651956043
RBPMS2,3.138708831,3.718178831,3.308768831,3.004218831,2.948803831,3.724913831,3.395633831,4.059013831,3.666293831,4.094008831,3.673488831,3.441038831,3.755873831,4.331300969,2.399848269,4.531874669,3.528312969
