,GSM4331587,GSM4331588,GSM4331589,GSM4331592,GSM4331593,GSM4331594,GSM4331595,GSM4331596,GSM4331597,GSM4331599,GSM4331600,GSM4331601,GSM4331602,GSM2198196,GSM2198197,GSM2198198,GSM2198200
HLA-DQA1,6.694324935,6.690039935,6.647503269,6.615458269,6.595588269,6.652029935,6.691688269,6.654173269,6.677938269,6.640813269,6.710514935,6.640388269,6.709739935,5.843068065,6.346115065,6.281124565,8.294799315
CIR1,6.198569867,5.968129867,6.107229867,6.283659867,6.199789867,6.075989867,6.064639867,6.062959867,6.376789867,6.468159867,5.967619867,6.067989867,5.870279867,5.985849833,6.306596733,6.057829133,6.038396133
ZNF346,6.013938243,6.24484991,6.085506577,6.034056577,5.95671491,6.011836577,6.17315491,5.970376577,6.077291577,5.914536577,6.052408243,6.05524491,6.102978243,5.87711949,6.06744809,5.99824659,6.15065009
SH3KBP1,9.383793616,7.420298616,7.363691116,8.231586116,8.382743616,7.950206116,7.826636116,7.705136116,7.689106116,7.930808616,8.007563616,8.146143616,8.100283616,6.844101634,7.722544234,7.877372134,8.822759134
NEK6,8.433162483,7.749959983,8.191747483,8.339802483,8.247164983,7.745292483,8.245467483,8.158819983,8.053467483,7.664179983,7.738902483,7.884872483,7.772099983,8.455246267,7.483738017,7.834655267,8.260931517
CWF19L2,6.039774052,6.308057386,6.146860719,5.875250719,5.960574052,6.254654052,5.992420719,6.113674052,6.251467386,6.160394052,6.008217386,6.170064052,6.100697386,6.030723448,6.256995548,5.541187648,5.986229248
LSM12,7.69917487,8.068609155,8.137266298,8.027852013,7.90836487,8.170679155,8.119086298,7.907383441,7.831349155,8.07271487,8.17449487,8.271686298,8.22729487,8.275750273,7.584118273,8.094256273,8.020000273
DOLK,7.233261198,7.192361198,6.964461198,7.272181198,7.176491198,7.338961198,7.528366198,7.233836198,7.172131198,7.287881198,7.382871198,7.480376198,7.325501198,7.056486102,6.742506502,6.978510802,7.572505802
C17orf59,5.677459443,6.179214443,5.949939443,5.744644443,5.792894443,5.837994443,5.722074443,5.751714443,5.626529443,5.771044443,5.792344443,5.679964443,5.671094443,6.057432857,6.114270957,6.139887057,5.693731057
CCL20,5.11758791,2.55945791,2.50040791,3.39915791,3.29966791,2.51476791,2.34875791,3.07935791,3.43244791,6.68824791,2.17382791,2.23864791,2.19404791,3.64231169,3.01748239,2.71571359,3.58093819
MUC13,2.230882007,2.246607007,2.269812007,2.228652007,2.357567007,2.394897007,2.364067007,2.373472007,2.352952007,2.359672007,2.398017007,2.118592007,2.251722007,2.314622593,2.335162893,2.355011993,2.336571593
NCEH1,5.388905588,2.828778921,3.632998921,4.751642255,4.865128921,4.872945588,4.271835588,4.602055588,4.714292255,5.210432255,4.658095588,4.762268921,4.951512255,6.219695079,3.741254079,4.539915379,5.347659879
XRCC3,8.261971982,8.376601982,8.129121982,8.439521982,8.313911982,8.331451982,8.416191982,8.104371982,8.305491982,8.348771982,8.544991982,8.044281982,8.346861982,9.187525018,8.533936018,8.698736018,7.918601018
PKN2,6.4730303,5.943973633,6.351043633,6.608276967,6.616886967,6.039943633,5.803146967,6.0596103,6.257783633,6.146156967,5.6441403,6.0151703,6.007083633,6.419764033,6.5140121,6.326600266,6.336593566
ARMC4,2.388841409,2.338931409,2.446988076,2.776361409,2.725981409,2.691414743,2.637108076,3.460451409,3.545134743,3.533844743,2.701441409,2.677131409,2.558571409,2.322724024,2.675566824,2.676428674,3.263927424
CISH,4.645477675,5.479077675,5.137627675,4.955627675,4.725817675,4.935517675,4.980637675,4.871117675,4.922917675,5.048627675,4.905587675,4.857117675,5.104347675,5.408836325,4.870200325,6.149825325,4.653851325
NR2C2AP,6.190046062,6.184139395,6.300646062,6.172912729,6.110626062,6.346452729,5.838452729,6.006112729,5.680662729,6.102859395,6.467359395,6.355216062,6.287796062,6.453502605,6.302806605,6.542911605,6.140365605
DIXDC1,4.77460471,5.70400221,5.10590971,4.87809971,5.00074971,4.68357971,4.96364221,4.45249971,4.56313971,3.99733721,4.63738221,4.77718471,4.61157221,4.49613919,4.48684209,5.48589779,5.30705179
STXBP6,6.516054686,5.151374686,6.893244686,6.838432186,6.898587186,7.613989686,7.626672186,8.271227186,8.030772186,7.359482186,7.737707186,7.810209686,7.726124686,5.654739464,6.524563614,6.957968714,6.726757114
LRP3,8.002354209,8.208764209,8.027154209,7.930731709,7.817924209,7.932799209,8.049101709,8.123179209,8.087016709,8.137861709,8.024736709,8.024174209,7.930506709,7.706213791,8.086554291,7.845641091,8.102543541
RND2,2.378041354,3.042166354,2.716831354,2.592841354,2.422806354,2.476556354,2.626531354,2.512576354,2.518596354,2.600156354,2.554976354,2.490451354,2.766376354,2.433331546,2.706202246,2.726144846,2.499836746
ACER3,5.438353101,5.359944768,5.523839768,5.641436434,5.621391434,5.422753101,5.366813101,5.363259768,5.004018101,5.528928101,5.470086434,5.407079768,5.432334768,5.476126899,4.790232199,5.594410899,5.716565599
THNSL1,2.833527838,2.963467838,2.699412838,3.143247838,3.066717838,2.811382838,2.803982838,2.923582838,3.316957838,2.741307838,3.035012838,3.035152838,3.062107838,3.505504662,3.007562062,3.119561762,2.600900662
GJB1,4.247075197,4.123035197,4.032555197,3.853955197,3.843165197,4.104835197,3.890655197,3.821195197,4.018205197,4.032555197,3.675735197,3.874555197,4.111565197,4.686667303,4.092720403,4.766925203,3.418895803
OSR1,4.621857363,6.342167363,7.840657363,5.076277363,5.021907363,4.528257363,4.238297363,5.384127363,5.306987363,6.365017363,4.168617363,4.093987363,4.358127363,5.857947637,4.642249637,6.257263137,5.444750637
SCGB3A1,10.99534322,10.89373322,11.13823322,10.94459322,10.71446322,11.12548322,11.07939322,11.03143322,10.94011322,11.01307322,11.12941322,10.93054322,11.03885322,10.98945478,11.08076578,11.06664878,11.02597278
GAB2,6.403356004,6.551511004,6.466751004,6.263301004,6.218241004,6.426626004,6.348206004,6.370601004,6.316161004,6.660616004,6.609536004,6.287716004,6.329876004,5.946784996,6.518513996,6.509875996,6.976508996
IPO8,5.573840554,5.763213054,5.831640554,5.608340554,5.655550554,5.641200554,5.520678054,5.697808054,5.599140554,5.755378054,5.614915554,5.614703054,5.668093054,5.917169446,5.812288846,5.627379446,5.961635246
NFYC,6.68657935,6.960112207,6.917776493,6.849146493,6.776155064,6.758475064,6.70389935,6.70543935,6.662873636,6.763086493,6.922180779,6.866985064,6.861325064,7.175035293,7.142357343,6.950170043,6.775969293
RAD9A,4.932045061,4.784495061,4.942235061,4.768045061,4.784495061,4.784495061,4.947695061,4.628225061,4.784495061,4.759095061,4.752485061,4.664655061,4.802315061,5.410416339,5.255001239,4.938536939,4.975268939
AEBP2,5.327617349,5.710693349,5.655207349,5.368349349,5.345393349,4.986867349,5.270705349,5.033095349,5.096939349,5.090463349,5.121417349,5.321415349,5.134205349,5.559751051,5.671962351,4.937717951,5.194745651
ZNF217,6.501752273,5.833182273,6.38726894,6.206705607,6.526382273,6.06043894,5.861425607,6.11079894,6.28453894,6.479802273,5.918002273,5.95465894,5.887002273,6.336357593,6.326309993,6.187215593,6.479627043
TUFT1,5.604500557,5.690177224,6.33109389,5.961107224,5.663987224,6.791097224,6.82075389,6.373150557,7.406950557,6.882167224,6.946170557,6.906650557,6.772247224,6.587719443,8.260710443,6.190164443,6.136361443
HAPLN3,5.519673193,8.47980986,6.650486527,7.60293986,7.625773193,6.746046527,6.883506527,6.147433193,6.61137986,6.73292986,6.799293193,6.859633193,6.836026527,6.31088974,5.93561554,6.24809744,7.48226714
LRRN3,9.836431301,5.730741301,6.929196301,8.081411301,8.280361301,7.301731301,8.039581301,7.016751301,6.920521301,9.036851301,7.309536301,7.603721301,7.397126301,6.479448299,6.601557699,6.597233299,7.114237299
CARD10,5.450508447,6.137578447,6.715188447,5.581685114,5.390848447,5.660101781,5.622161781,5.897511781,5.797265114,5.834458447,5.602665114,5.539935114,5.682078447,5.514373053,5.675524953,5.735923053,5.704737553
POLRMT,7.28503323,7.52024323,7.148206564,7.53104323,7.49556323,7.041309897,7.09560323,7.124129897,7.082459897,7.26827323,7.27993323,7.316719897,7.27356323,8.015463436,7.524807436,7.791690436,6.863791436
NCAN,4.659641918,4.571751918,4.695501918,4.762941918,4.521206918,4.562896918,4.722841918,4.680256918,4.593696918,4.556521918,4.771081918,4.480651918,4.823276918,3.899596082,4.733158482,4.585694082,4.646491082
GATAD2B,2.954933303,3.185049969,3.415606636,2.945773303,3.269773303,2.975236636,3.123979969,3.396216636,3.203889969,3.187549969,2.857486636,2.941239969,2.891466636,3.197504497,3.003956697,3.368807697,3.084159297
FZR1,5.285588943,5.172828943,5.29947561,5.259368943,4.97734561,5.308358943,5.18656561,5.07604561,5.119002276,5.185048943,5.05930561,5.152872276,5.201382276,6.501850057,5.884877057,6.347887757,4.908336057
SNPH,7.294840449,7.271880449,6.958620449,7.214340449,7.184910449,7.214340449,7.071210449,7.096960449,7.315330449,7.126360449,7.277470449,7.269190449,7.245570449,7.165588851,6.661611051,7.108617551,7.203558551
TMEM198,5.349776443,5.396406443,5.030486443,5.653946443,5.409056443,5.236716443,5.489736443,5.245796443,5.398846443,5.550556443,5.268766443,5.216276443,5.114046443,5.493630257,4.899647057,4.974638357,5.828358557
GZMB,5.969907471,5.984457471,5.935697471,6.051567471,5.957007471,6.109097471,5.886627471,5.770087471,5.984457471,6.234357471,5.984457471,5.984457471,6.111367471,5.193715529,6.135017029,5.755623529,6.075734529
MAP3K14,5.013374497,5.069064497,5.167484497,5.079294497,5.022124497,5.139834497,5.315139497,5.102469497,5.245829497,5.124579497,5.301059497,5.130324497,5.052424497,5.061011903,5.036038503,5.060815003,5.220805803
TIMP4,4.803406923,5.579456923,5.111866923,4.813046923,4.540816923,4.625046923,4.768706923,4.745016923,4.789696923,4.869476923,4.932146923,4.918286923,5.037936923,5.917327077,1.725352077,8.282594077,3.696116077
MAP4K5,7.073518009,7.646598009,7.645514675,7.374634675,7.530268009,7.645518009,7.819304675,7.279464675,7.455091342,7.070744675,7.683404675,7.921514675,7.865661342,6.910618358,7.441050158,6.810933158,7.862674658
DYNC1I1,4.486006015,4.250181015,4.174596015,4.410431015,4.362941015,4.252961015,4.233486015,4.364331015,4.352961015,4.449001015,4.372696015,4.299121015,4.245726015,5.081330485,4.301457585,5.302868985,4.037138985
TMPRSS2,5.785189077,5.906135743,5.673865743,5.68252241,5.730005743,5.676349077,5.790775743,5.699955743,5.78062241,5.630759077,5.803075743,5.654059077,5.759705743,7.12056559,6.18842859,6.79359659,5.16370859
ILK,9.13089095,10.01123095,9.75178095,9.32818095,9.29687095,9.49310095,9.58425095,8.87291095,8.78103095,8.66963095,9.32896095,9.34704095,9.36616095,9.03334405,8.69311105,9.43716805,9.65044055
SPATA18,6.150166893,5.61407356,5.260646893,5.461156893,5.45705356,4.997930227,5.53618356,6.04812356,5.993140227,5.914650227,5.244876893,5.146520227,4.911356893,5.06796724,5.58563784,4.80061324,5.82007144
TMTC3,6.215010161,6.718505161,6.184110161,6.277302661,6.532172661,6.227182661,6.130632661,6.159907661,6.233500161,5.983470161,6.169407661,6.388562661,6.231702661,6.121732839,6.874599339,5.479138039,6.103425339
HSD17B8,6.153853895,6.278073895,7.055233895,6.244943895,6.338113895,6.633963895,6.583943895,6.766223895,6.598603895,7.024833895,6.906913895,6.678843895,6.662733895,7.038529105,7.075891105,7.096105105,6.187162105
VPS13B,4.551947895,4.948667895,5.155482895,4.652917895,4.776161228,4.812627895,4.871142895,4.702822895,4.712064561,4.748112895,4.662101228,4.661391228,4.741562895,4.605327722,4.876979922,4.540976622,5.052978472
PPP1R9A,2.860727058,2.765823724,2.958477058,2.923460391,2.692383724,2.925547058,2.941807058,3.486600391,3.229930391,2.956277058,2.827743724,2.932020391,2.811860391,4.237050359,3.055718009,4.035939259,3.131480259
LTN1,5.706490402,5.536450402,5.700625402,5.701775402,5.560795402,5.299125402,5.452610402,5.318140402,5.491185402,5.312765402,5.224365402,5.269200402,5.374520402,5.720249598,5.520637598,5.591046998,5.420325598
PPP1R3D,8.04394639,8.03523639,8.00617139,7.91525639,7.97045139,7.84926139,7.91639139,7.50591139,7.80784139,7.75518639,7.85438639,7.98956639,7.84406139,7.61923061,7.98734861,8.00613861,7.90400161
EVI5L,5.464403874,5.445477207,5.568993874,5.573263874,5.740373874,5.58099054,5.74130054,5.391307207,5.60179054,5.496863874,5.649187207,5.649823874,5.653677207,5.779771126,5.783431826,5.842006126,5.435787126
DTX1,4.179479618,3.868459618,3.876239618,4.075039618,3.714259618,3.866329618,3.988709618,3.832789618,3.949089618,3.783439618,3.806509618,3.980869618,3.853689618,4.501314382,3.198341382,4.691739382,3.722146582
CREM,4.917379726,4.962551726,4.384772726,4.718217726,4.810123726,4.655469726,4.620508726,4.655163726,4.635353726,4.793041726,4.720965726,4.666796726,4.650705726,4.583171774,4.234930774,4.503082774,5.395463724
FAM173A,6.1949112,6.5787712,6.2735512,6.6251212,6.6269412,6.7887612,6.7594112,6.1947712,6.1717312,6.2199412,6.9185512,6.7824312,6.8428512,6.4514098,5.9509318,6.3636613,6.5977458
THAP7,6.93064475,7.28174475,6.80273475,6.89680975,6.70088975,7.00682975,6.81925975,6.76985975,6.84555975,6.79413475,7.09445475,7.15948475,6.92280475,7.10987825,6.80812295,7.14339575,6.49049725
DLL1,6.311754178,6.123344178,6.075777511,6.110524178,5.904914178,6.196524178,6.176600844,6.143757511,6.163660844,6.343670844,6.221510844,6.012217511,6.099924178,6.942382656,6.994694156,6.858107156,5.961808156
CDHR3,2.828887768,2.941722768,2.791720268,2.749885268,2.458502768,2.705115268,2.702952768,2.622480268,2.584325268,2.687527768,2.769510268,2.747530268,2.651615268,3.179931382,2.418987182,3.073263082,3.055260032
ZNF343,5.633265234,5.727955234,5.632195234,5.707350234,5.647510234,5.597125234,5.726540234,5.559875234,5.719025234,5.475070234,5.768325234,5.722445234,5.895100234,5.376361766,5.744052066,5.655033266,5.378895366
MAPK8IP2,5.583280118,5.513192618,5.385400118,5.350830118,5.266025118,5.429822618,5.454347618,5.420785118,5.359565118,5.506717618,5.523852618,5.439017618,5.486150118,6.247382682,5.370530082,6.025608382,4.963694082
LIG4,3.975269699,4.156169699,3.558309699,3.785189699,3.684899699,4.195479699,3.942649699,3.913629699,3.960079699,3.874509699,3.890789699,4.131649699,4.060249699,3.953378601,3.676864201,3.773284701,3.988023301
MAGI2,4.687189445,4.541159445,4.777659445,4.534021945,4.673394445,4.471989445,4.553569445,4.583486945,4.543021945,4.592211945,4.661851945,4.540291945,4.658266945,3.791382255,3.823289855,4.286543855,5.435077555
WDR35,3.785858159,3.824933159,4.459728159,3.698623159,3.684898159,3.906208159,3.906113159,4.279658159,4.188253159,4.071578159,3.966073159,4.009123159,3.869963159,3.728904841,3.225109841,4.035548241,3.731407241
CPEB2,4.705435251,5.338678584,5.356378584,4.364945251,4.552735251,4.998341918,5.067431918,5.551115251,5.279918584,4.888971918,4.695018584,4.875731918,5.068815251,4.520099082,5.813919682,4.923088682,5.294027482
PDIK1L,4.886855425,5.284305425,5.267495425,5.159165425,5.186135425,5.759545425,5.311595425,4.909935425,5.010955425,5.261725425,5.666585425,5.685775425,5.508275425,5.793020575,5.992264175,5.162460275,4.872554275
C14orf169,6.364568565,6.860828565,6.659178565,6.493408565,6.444388565,6.572958565,6.557508565,6.679468565,6.363738565,6.479808565,6.665558565,6.686798565,6.587698565,6.815591735,6.375590735,6.874742935,6.303848435
ENOX1,3.338760408,3.269923741,3.914280408,2.609190408,2.584357075,4.348843741,4.049910408,2.717453741,2.295923741,3.289607075,4.373313741,4.449677075,4.261940408,2.617718125,2.750824925,3.725703325,4.293496725
NT5M,2.73344203,3.35770203,3.34359203,2.96934203,2.56496203,3.00195203,3.08597203,2.97187203,2.93951203,2.75075203,3.23552203,2.98836203,2.75899203,3.24741197,3.51784037,3.36088157,2.52926557
CDK14,6.325050617,5.799797283,6.26834395,6.165680617,6.386477283,5.99836395,5.768967283,6.720627283,6.53508395,6.31576395,5.733470617,5.980640617,5.870077283,5.59394775,5.65941945,6.00101365,6.67246375
SRGAP3,5.302750898,5.105614231,5.201897564,5.072420898,5.026564231,5.180717564,5.115074231,5.307134231,5.130167564,5.029450898,5.131834231,4.911417564,5.032517564,4.807882169,5.749007969,5.112002769,4.590751469
SAMD10,5.917530666,6.147360666,5.787435666,5.783780666,5.764765666,5.880045666,5.890575666,6.004170666,5.968095666,5.811795666,5.951995666,5.858100666,5.881535666,6.015216334,6.209229934,6.072994634,5.549567634
RDH5,5.173048975,6.917113975,6.970473975,5.171798975,5.219588975,5.977298975,5.678288975,6.819543975,6.088613975,6.063988975,5.788983975,6.006503975,5.920398975,6.335945025,5.513248025,7.985278025,5.851273025
USP31,6.707177826,6.558881159,6.940871159,6.251737826,6.381047826,6.480657826,6.399864493,6.767207826,6.734261159,6.308047826,6.380787826,6.370877826,6.400317826,6.452008174,6.517058174,6.431392874,6.285460024
FLT1,4.71278012,5.02190012,4.30046812,4.87901212,4.60277612,6.23759412,6.65258412,5.10451412,5.15611612,7.18955012,6.28327412,6.38883812,6.39644012,5.44860853,4.61313853,5.71969468,6.29509913
PIGN,5.342788906,5.414103906,5.316088906,6.047563906,6.023448906,5.973843906,5.962243906,6.078693906,6.018303906,5.928278906,6.069903906,5.747258906,5.747618906,6.249157494,6.313962494,5.632981794,5.617038094
MYRIP,3.450417946,3.318642946,3.512077946,3.581032946,3.510290446,3.461670446,3.450320446,4.298770446,3.811252946,3.842185446,3.480902946,3.480767946,3.332200446,3.750646054,3.598737854,3.703617054,4.414129354
HRASLS5,7.021329401,7.138564401,6.998914401,7.057019401,6.962524401,6.996019401,7.143779401,7.067899401,7.040784401,7.149159401,7.129954401,6.966444401,7.061699401,7.618765599,7.559485599,7.899649599,6.875945099
ZNF579,8.4770045,8.8482045,8.5789545,8.7416645,8.5747445,8.6379145,8.7934145,8.6435945,8.7820345,8.5537445,8.7513645,8.5385145,8.6559645,8.8332145,8.5333895,8.2200695,8.3811375
ITGB4,5.299648,5.23925675,5.25512175,5.18406425,5.18362175,5.3060455,5.257333,5.191928,5.20917675,5.19032175,5.210328,5.22136175,5.08410925,5.6806415,5.7448142,5.4185635,5.4439108
PCGF6,4.727161868,5.081911868,5.294171868,4.665591868,4.625731868,4.831431868,5.029141868,5.096271868,4.621231868,5.019121868,5.114341868,4.863141868,4.889261868,4.590738932,4.251506732,4.877726532,5.470860432
PCDH7,5.323241787,5.074569787,5.611899787,7.339339787,7.377155787,5.110051787,4.998117787,6.061823787,6.619651787,7.517775787,5.286145787,4.985341787,5.113807787,5.210724713,6.084713213,4.978434913,5.862329813
EXPH5,4.630221919,5.636966919,5.511851919,5.082011919,5.099176919,4.698136919,4.865126919,5.030401919,4.882661919,5.793366919,4.862821919,4.811251919,4.742956919,4.346511081,6.697993081,4.366065381,4.310501481
CCDC113,2.765514579,3.135467079,3.111912079,3.026049579,2.870817079,3.279977079,3.680747079,3.676637079,3.542237079,3.329519579,3.626244579,3.617412079,3.563844579,3.801422921,3.745493421,3.511472821,2.898034421
CLTCL1,4.26758455,4.49370955,4.46220205,4.65923455,4.30510705,4.67094205,4.55502205,4.54177955,4.54072455,4.40300455,4.66175205,4.71840205,4.69539205,4.17661065,4.66994155,4.25601735,4.49150245
FAM101B,6.92743815,6.76681815,6.76773815,7.65784815,7.82379815,7.96597815,7.70801815,5.68781815,5.71254315,6.30460815,7.85287815,7.77204315,8.03370815,6.94237755,5.41442685,7.69769715,7.44836755
KIAA1804,4.682646196,4.841206196,4.701611196,4.672661196,4.602226196,4.892026196,4.622341196,4.773826196,4.920956196,4.904586196,4.849736196,4.704461196,4.718351196,6.272752304,5.612558304,6.224818154,4.148197204
C20orf103,4.785322294,4.665692294,4.778377294,4.807127294,4.605942294,7.916887294,8.655492294,4.932457294,4.894822294,5.010392294,8.068672294,7.878532294,8.163927294,3.139278606,4.621341406,3.789805106,7.926313706
CD86,5.323485108,5.288405108,5.278817108,5.345725108,5.213301108,5.387513108,5.546635108,5.282577108,5.325357108,5.414467108,5.316621108,5.186989108,5.315777108,6.359828892,5.387867592,6.868166892,4.431733892
GLTSCR1,6.040602445,6.157252445,6.153772445,6.266912445,6.225082445,6.201672445,6.092082445,6.079152445,6.114562445,5.984012445,6.345932445,6.187512445,6.248022445,6.003769955,6.197371905,6.078129055,6.325584605
DUOXA2,3.635178052,3.537074718,3.437388052,3.526074718,3.435734718,3.653464718,3.581458052,3.425301385,3.449071385,3.435238052,3.514068052,3.421544718,3.582098052,3.066100015,3.908050065,3.294462465,3.592129365
IRX3,7.958059068,6.399284068,7.400499068,8.769434068,8.841274068,7.895204068,8.313349068,8.208199068,6.575729068,5.123289068,8.003539068,8.336359068,8.358274068,8.928958932,8.665698932,8.527426932,6.921368332
C8orf58,8.170526709,8.909260043,8.995533376,8.474480043,8.506750043,8.730023376,9.183100043,8.302830043,8.566536709,8.218940043,8.746610043,8.783466709,8.820693376,8.340184807,8.551535607,8.347866557,8.792649307
ARHGEF25,6.514942621,8.067002621,7.605092621,6.076142621,6.257462621,6.142142621,6.462032621,6.040512621,6.567022621,6.266792621,6.292562621,5.995382621,5.988352621,6.260831329,5.210078879,6.651132779,6.813849879
DACT3,7.145468158,8.051638158,7.594318158,6.642928158,6.813348158,6.180708158,6.469208158,6.027258158,6.053058158,6.782258158,5.739768158,5.981478158,6.108988158,6.035099842,6.429351542,6.409894142,6.879242142
CEP78,4.433564654,5.099427987,4.712801321,4.804204654,4.873954654,4.619097987,4.585577987,4.421221321,4.424007987,4.394761321,4.854927987,4.818547987,4.638517987,4.812985746,4.414464746,4.770669746,4.632990346
KCNIP3,4.175722713,4.822297713,5.173722713,4.012567713,4.048707713,4.085197713,4.094907713,4.139827713,3.979097713,3.987717713,4.227887713,3.901472713,4.009627713,4.726525287,4.133401587,4.119650287,4.567955287
MMACHC,5.021137307,5.444827307,5.061817307,5.728677307,5.355577307,5.245187307,5.168227307,5.062267307,5.173117307,4.921517307,5.235097307,5.289187307,5.172617307,6.341143193,5.313352693,5.940162293,4.874400693
MAP9,4.133782654,4.172190654,3.790020654,4.436312654,4.515380654,4.542614654,4.333774654,4.325182654,4.285622654,3.968962654,4.560468654,4.588568654,4.444946654,4.437089146,3.500745346,3.965517246,4.743390746
MST1R,5.201767942,5.149857942,5.102297942,5.275840442,5.216207942,5.370685442,5.230115442,5.050517942,5.261412942,5.367002942,5.238832942,5.302275442,5.307062942,5.622602158,6.144962558,5.339426558,4.182277558
GYS2,1.938168449,1.964228449,1.841818449,1.755328449,1.894668449,1.855798449,1.891158449,1.841818449,1.978578449,1.891668449,1.888198449,1.906218449,2.080348449,1.906986151,1.909682651,1.919591051,1.929166651
COL23A1,6.888951893,5.616021893,5.519561893,5.522851893,5.343001893,5.807591893,5.717951893,5.819001893,5.774061893,5.707961893,5.671041893,5.472141893,5.678641893,4.994539107,6.052142107,5.067534407,5.677645107
VILL,4.493391351,4.471776351,4.488776351,4.451411351,4.476731351,4.498421351,4.592351351,4.266226351,4.414286351,4.256911351,4.572671351,4.508536351,4.759996351,4.355863649,4.463596649,4.294995349,4.591273649
SPARCL1,6.024170575,8.030827241,6.456713908,5.879910575,5.749210575,5.989763908,5.969367241,5.905953908,5.829483908,5.900930575,6.166807241,5.749967241,5.985903908,5.603991425,4.775687425,6.142320425,7.109625425
SOD2,11.10084885,8.525711351,8.711336351,9.361161351,9.325871351,7.824443851,7.861548851,9.890456351,10.64180635,11.39505635,7.796501351,8.049976351,7.825153851,10.11993415,8.971507149,10.56508915,9.486221149
ISYNA1,7.110189054,7.972942387,6.928729054,6.96308572,6.936619054,6.87747572,6.97388572,6.958362387,6.804949054,6.69696572,6.886459054,6.937779054,6.946062387,7.42073078,6.81232478,7.35695978,7.18245228
SUMF2,8.705224614,8.151374614,7.517258899,8.251774614,8.216818899,8.718816042,8.691140328,8.724408899,8.818516042,8.758843185,8.810298899,8.768174614,8.690151757,8.421586529,8.502427529,8.261603529,8.935843529
PSPC1,3.98092146,4.03573946,4.32237146,3.90646546,3.95487546,3.61736146,3.77422746,4.07104746,3.72035946,4.03624546,3.63317946,3.55249746,3.65955546,3.88002884,3.42709044,3.88972904,4.01868704
PNN,6.59183278,5.980891114,6.432901114,6.814879447,6.888811114,6.22055778,6.324479447,5.994501114,6.45069778,5.850991114,6.164134447,6.271996114,6.38516778,6.129390553,6.246460553,5.880228553,6.610119553
TPP1,7.805992871,8.161303982,7.664447316,7.435085094,7.354976205,7.373126205,7.699032871,7.476326205,7.78178176,7.443086205,7.653007316,7.79089176,7.490733982,6.781277018,7.183216518,7.123691018,8.678287018
SYP,4.206996892,4.252546892,4.159870225,4.109173558,4.113680225,4.273736892,4.224473558,4.264510225,4.226280225,4.208863558,4.367303558,4.182396892,4.268183558,4.130850108,4.210188108,4.070101308,4.786136708
LMBRD1,8.414637524,7.991897524,7.989507524,7.680017524,7.676307524,7.708557524,8.038387524,8.127067524,8.286677524,8.082207524,7.942417524,7.842687524,7.716177524,8.427233476,8.294333076,8.098708476,8.272657976
SEC23IP,7.272255795,6.898329129,7.251219129,7.513449129,7.524455795,7.371485795,7.531422462,7.384795795,7.090385795,7.308105795,7.338102462,7.251322462,7.263789129,7.149486038,7.040604138,7.017578138,7.393941838
HADHB,10.02088094,9.877830944,10.05451094,10.08629294,10.08665094,9.607840944,9.814108944,9.921180944,10.02413094,9.909030944,9.604792944,9.630734944,9.613010944,10.85142356,9.786879056,10.69675456,9.719111556
FGF2,6.316016547,3.17119988,4.13601988,5.777766547,5.782983214,5.65364988,5.08950988,5.27581988,5.931886547,5.880143214,5.67548988,5.61736988,5.58317988,6.40243162,5.35078532,5.42146112,5.33769032
YWHAB,9.665978471,9.797472471,9.844884471,9.656158471,9.769788471,9.905848471,9.720504471,9.802540471,9.645966471,9.526978471,9.742748471,9.787862471,9.874050471,9.965138529,9.563778529,9.676991529,9.877319529
UAP1,9.043340608,7.316830608,8.513590608,8.715140608,8.641910608,9.185030608,8.372160608,9.347630608,8.937140608,9.054180608,9.323130608,9.087330608,9.093900608,8.893673392,8.055062992,8.780461092,8.867228392
ANP32E,5.914587056,5.792821056,6.248069056,7.010593056,7.018317056,6.872467056,5.716215056,6.130219056,6.022401056,6.275447056,6.649149056,6.516995056,6.770443056,6.063782344,6.972282444,5.864747644,6.538291544
S100A1,5.194015641,5.240895641,5.343095641,5.255895641,5.443345641,5.544105641,5.411325641,5.298935641,5.312795641,5.265125641,5.240475641,5.502855641,5.357725641,6.924050359,5.905745109,7.480512709,4.951968159
ARHGDIA,9.581425186,9.486720186,9.760380186,9.800030186,9.859085186,9.910227686,9.866085186,9.477885186,9.293612686,9.379677686,9.809185186,9.791665186,9.787367686,9.536358814,9.294146814,9.431768314,9.995372814
TOP1MT,5.736790537,6.706330537,6.587165537,6.102288037,6.061618037,5.984770537,6.126370537,5.882968037,5.639860537,6.016175537,5.992883037,6.080988037,5.974655537,6.152806163,6.472801063,5.829986463,6.154166463
HNMT,4.940740599,4.847954885,4.196353456,4.739932028,4.63316917,5.005497742,4.573234885,4.738737742,4.637084885,4.97577917,5.055204885,5.125863456,5.011664885,5.214994551,4.544271201,5.062897251,5.195378901
NEDD9,4.908621062,5.109881062,4.847918562,5.561473562,5.503723562,5.846661062,5.836691062,3.435766062,3.694033562,4.719691062,5.898758562,5.950821062,5.879571062,5.679193238,4.365301338,5.393177238,5.504599338
GNG3,3.775366388,4.005636388,3.633716388,3.775366388,3.589376388,3.743886388,3.730546388,3.727856388,3.648516388,3.845676388,4.026356388,3.917076388,3.979836388,3.960836212,4.026088812,3.890886612,3.375837612
