,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
PPWD1,0.182741906,6.949852345,2.40442113,0.023796777,0.127664196,-3.881117003,unchanged
CRADD,-0.182727423,5.844153106,-2.204706033,0.036738234,0.161266021,-4.26666808,unchanged
DYM,0.182710449,6.315134546,2.122716064,0.043688316,0.176902577,-4.41849424,unchanged
MTHFR,-0.182705964,5.565211621,-1.290906494,0.208354234,0.42032089,-5.704399751,unchanged
HLTF,0.182698157,6.422232411,1.503324069,0.145079505,0.341456229,-5.424546261,unchanged
LGI3,0.182697263,6.139666838,1.770331271,0.08866679,0.256455741,-5.0233998,unchanged
OR8H3,-0.182671932,3.541218459,-1.528949565,0.138627376,0.332116851,-5.388364469,unchanged
RIPK3,0.182669086,5.211428886,1.08474991,0.288214204,0.506956469,-5.94008136,unchanged
SPR,-0.182657844,5.277603319,-1.411517741,0.170216477,0.374270674,-5.549951583,unchanged
TPTE,-0.182635688,4.287955792,-2.131165827,0.042921201,0.175152872,-4.403029416,unchanged
ACTR3C,-0.182609796,4.239565176,-1.330248481,0.195249292,0.405724772,-5.65533099,unchanged
THAP9,-0.182518986,4.623286576,-2.228810316,0.034893751,0.156867953,-4.221295449,unchanged
IPPK,-0.182457629,6.391991995,-1.46976436,0.153895654,0.353507863,-5.471158521,unchanged
SDF2L1,-0.182382977,8.047501682,-1.440793819,0.161848811,0.363360663,-5.510685109,unchanged
RPL9,-0.182350371,11.60436385,-1.566618257,0.129570107,0.321058213,-5.334262127,unchanged
EEF1A1,-0.182342532,12.18174417,-1.614913857,0.118675906,0.303771672,-5.263322945,unchanged
FAM124A,0.18228249,2.997940626,0.989156418,0.3319098,0.551826183,-6.036748325,unchanged
CST3,-0.182279124,9.905297318,-1.751047683,0.091998825,0.26149262,-5.054110163,unchanged
DIRAS2,-0.182087892,2.358245486,-2.832341265,0.00891626,0.076247437,-2.989292027,unchanged
HEXDC,-0.182044332,4.921560479,-1.246298053,0.224019264,0.438687075,-5.758475427,unchanged
LGALS12,-0.181867021,4.532171623,-1.257748237,0.219915517,0.433407788,-5.744754663,unchanged
C19orf38,0.181865797,3.671440529,1.292385974,0.207849468,0.419890967,-5.702577738,unchanged
PTMA,-0.181863252,10.10475353,-1.737923409,0.094327059,0.265396348,-5.074861394,unchanged
CACNB2,0.181856412,3.417424964,2.000853737,0.056195068,0.2004802,-4.636710762,unchanged
ZNF408,0.181835832,6.15950855,2.566605288,0.016529031,0.105919121,-3.552901883,unchanged
NOTCH4,0.181778547,5.740079842,1.70812469,0.099799632,0.274064145,-5.121522118,unchanged
ZNF274,-0.181762999,5.502987317,-1.495226279,0.147168399,0.344317201,-5.435874046,unchanged
PTX4,0.181716834,3.94897482,1.243306622,0.225100896,0.439631243,-5.762041827,unchanged
TAS2R41,0.181710215,2.557994715,1.018926943,0.317838468,0.537625806,-6.00752106,unchanged
NCOA1,0.181666525,5.889999751,2.581375926,0.01598165,0.103898303,-3.522385146,unchanged
PTPRN,0.181662272,5.314597251,2.064815896,0.049282702,0.186922612,-4.523310596,unchanged
FAM183A,-0.181629084,4.061274454,-2.332580405,0.027873796,0.139671444,-4.022277874,unchanged
LRRC58,0.181615768,7.35534951,1.979453907,0.058691781,0.204984269,-4.674077829,unchanged
HIST1H2AM,-0.181552786,4.861395921,-2.259248225,0.032684452,0.151532058,-4.163533492,unchanged
ECSIT,-0.18148234,6.410211583,-1.337793448,0.192810789,0.403164713,-5.645774503,unchanged
ACY3,0.181454007,2.841396998,1.853646894,0.075431125,0.235157327,-4.887747585,unchanged
OR2J2,-0.181427629,2.374702489,-1.703091813,0.100749934,0.27561169,-5.129340142,unchanged
EIF3F,-0.181410016,9.071861083,-1.823193008,0.080056914,0.243465943,-4.937884771,unchanged
TH1L,-0.181396599,7.768525054,-1.721243498,0.097358106,0.269543378,-5.101058021,unchanged
ZMYND8,0.181362167,7.961333438,2.112980151,0.044587385,0.177993026,-4.436260272,unchanged
GNMT,-0.181337449,5.026521021,-1.458332309,0.156995654,0.357681896,-5.486835262,unchanged
DISP2,0.181333046,3.780143683,1.784318091,0.08631495,0.25332195,-5.000961796,unchanged
COX16,-0.181317173,7.979960548,-2.705510191,0.01200587,0.088972287,-3.262043919,unchanged
GUCA2B,0.18121642,7.037868252,1.330358499,0.195213563,0.405724772,-5.655191977,unchanged
AKR1B10,-0.181167809,3.423303166,-0.670191933,0.508779053,0.700608337,-6.298499262,unchanged
MIF,0.181164967,13.43347248,1.612384122,0.119227056,0.304549386,-5.267082187,unchanged
SRPK1,-0.18115661,7.112215164,-1.99218894,0.05719448,0.202375425,-4.651875726,unchanged
DSTN,-0.181138063,11.2544994,-1.455719765,0.157711088,0.358207309,-5.490403373,unchanged
GOLGA3,0.181113082,6.121651751,2.743047862,0.010999766,0.084829249,-3.18200469,unchanged
ATP10D,0.181103454,4.868352486,1.400621876,0.173417133,0.377962386,-5.564390501,unchanged
MSL3,0.181097097,4.711813532,2.002252055,0.056035236,0.200249741,-4.634259001,unchanged
TXNDC8,-0.181057127,2.141847943,-2.918364156,0.007266577,0.068350231,-2.800698128,unchanged
MRPS24,-0.180944674,9.378047487,-2.131006693,0.042935536,0.175152872,-4.403321055,unchanged
TDRD5,-0.180917254,2.763220554,-1.5184367,0.14124548,0.33561416,-5.403269468,unchanged
CYP2U1,-0.180908804,5.27668268,-1.127988193,0.269859922,0.487913871,-5.893693707,unchanged
KRI1,-0.180895283,6.988519811,-2.226378591,0.035075956,0.157256495,-4.225887717,unchanged
TTC30B,-0.180851927,4.973019674,-2.181746944,0.038576428,0.165580668,-4.309576775,unchanged
ATL3,-0.180845903,9.818630469,-2.102006871,0.045620511,0.179617689,-4.456216257,unchanged
SMG6,0.180795992,5.920822534,2.744416615,0.010964623,0.084696414,-3.179075068,unchanged
TENC1,0.180758295,8.06497118,1.294616013,0.207090405,0.418883481,-5.69982795,unchanged
HMGN4,0.180757203,9.541287781,2.526627751,0.01809923,0.111624507,-3.634986558,unchanged
SNX29,-0.180716428,6.03755503,-2.137768086,0.042330231,0.174129883,-4.390916445,unchanged
ACP6,-0.180711524,5.76688334,-0.938963968,0.356586833,0.572685972,-6.084206314,unchanged
NEB,-0.180660844,3.39633115,-1.373084507,0.18171871,0.389280571,-5.600455641,unchanged
FAM9B,0.180589468,2.430894856,1.113312778,0.275991979,0.494105281,-5.90962208,unchanged
SRSF3,-0.180456956,9.162437743,-2.029409571,0.053009633,0.194759659,-4.58639814,unchanged
GDI2,0.180306957,8.518117936,2.440944977,0.02194106,0.123070376,-3.808331939,unchanged
SPDYE2,-0.180249337,6.339150615,-1.806249459,0.082734813,0.247785232,-4.965505017,unchanged
PPIB,0.180240309,11.15075369,0.859321011,0.398195468,0.609234786,-6.154767991,unchanged
GAD1,0.180181045,2.600936432,1.860707557,0.074392251,0.233445381,-4.876033586,unchanged
MRPL22,-0.180159653,5.803620367,-2.268535242,0.032036078,0.150455236,-4.14580688,unchanged
SCGN,-0.1800636,2.82033022,-1.486393136,0.149474704,0.347512224,-5.448172238,unchanged
GRAP,0.17996418,4.280858623,2.151021984,0.04116584,0.171211457,-4.366522255,unchanged
OR6B2,-0.179937609,2.996114744,-1.797484833,0.084149992,0.250248426,-4.9797149,unchanged
ESRRA,-0.179899782,7.239835946,-1.046487516,0.305185936,0.524204647,-5.979753578,unchanged
USHBP1,0.179898435,5.349256542,2.405527233,0.023738521,0.127533249,-3.878922693,unchanged
GPR97,0.179896371,6.577496102,1.699552512,0.101422787,0.276815831,-5.134827139,unchanged
USP15,-0.179800151,6.699752711,-2.156498891,0.04069313,0.170201636,-4.356411708,unchanged
HIST1H4K,-0.179766757,8.446812642,-1.675539905,0.106088594,0.283901607,-5.171814824,unchanged
KCNS1,-0.179751009,3.866171385,-2.071199855,0.048636057,0.185417718,-4.511853441,unchanged
PDHA2,0.17969202,2.617670961,0.789817255,0.436940986,0.642008247,-6.211524321,unchanged
NAP1L4,-0.179681308,7.744630167,-2.098986362,0.045908616,0.18000084,-4.461696653,unchanged
EFHC1,0.179671072,3.999842567,2.098169522,0.045986807,0.180024117,-4.463177779,unchanged
RBBP8,-0.179667254,6.95678677,-1.740558974,0.093855535,0.264709604,-5.070704003,unchanged
PPP3CB,0.179666482,8.00257215,2.348874032,0.026896761,0.136481233,-3.990499373,unchanged
WDR77,-0.179650046,7.231881199,-1.668348853,0.107520487,0.285871161,-5.182810024,unchanged
SPIN4,-0.179647178,4.333073263,-1.603721911,0.121130398,0.307901575,-5.279918225,unchanged
B4GALT4,0.179640044,5.984236857,1.408934513,0.170971026,0.37534376,-5.553383432,unchanged
SOST,-0.179623806,3.098988852,-0.58470969,0.563897508,0.740614075,-6.352216768,unchanged
ORMDL3,0.179608291,10.42137315,1.661152008,0.108969737,0.288653462,-5.193776279,unchanged
ADAD2,-0.179598801,6.00233319,-2.204150916,0.03678173,0.161330846,-4.267709114,unchanged
POM121L2,0.179493824,3.220162713,1.539098856,0.136137531,0.329522057,-5.373894233,unchanged
AHDC1,0.179442985,7.661853765,2.306105558,0.029530652,0.144017968,-4.07361136,unchanged
GSG1,-0.179442184,6.239838052,-1.914822453,0.066833785,0.220152217,-4.785146784,unchanged
TTLL1,0.179414596,6.640540935,1.683850552,0.104453758,0.281457547,-5.159060863,unchanged
OR5M10,0.179259034,2.575860374,1.463019244,0.155718693,0.35636598,-5.480420532,unchanged
SS18L2,-0.179243188,8.078886289,-2.493029793,0.019524712,0.115730715,-3.703385095,unchanged
DNMT3L,0.179225886,3.189309321,1.46710403,0.154612613,0.354438501,-5.474815811,unchanged
MOGS,0.179225278,9.677870904,1.325697707,0.196731631,0.407556892,-5.661072365,unchanged
CYFIP2,-0.179176085,4.731781648,-1.103986019,0.279941118,0.498756921,-5.919647018,unchanged
FBXO41,0.179120352,4.278127078,1.142982178,0.263697668,0.480827343,-5.877225257,unchanged
TRIM36,-0.179082828,3.066406351,-2.008452496,0.055331327,0.198519058,-4.623372508,unchanged
CLRN1,0.179060645,3.294769793,1.853025835,0.075523102,0.235375375,-4.888776344,unchanged
UBQLNL,0.178983192,3.011196938,1.694098741,0.102467019,0.2785049,-5.143264461,unchanged
SFT2D1,-0.178971799,9.28653239,-2.165630562,0.039915808,0.168496932,-4.339515339,unchanged
C1orf183,0.178967856,9.071097754,1.141923919,0.264129192,0.481432807,-5.878394007,unchanged
FAM98A,-0.178955655,7.154426294,-1.204917737,0.239333944,0.454990055,-5.807135291,unchanged
KIAA1967,-0.178950006,7.287475213,-2.265498315,0.032246805,0.151056067,-4.151608867,unchanged
RAB37,0.178937082,2.865777267,1.081225686,0.289748663,0.50802278,-5.94378972,unchanged
DUT,-0.178923324,7.231586577,-1.825032479,0.079770728,0.242945599,-4.93487433,unchanged
PEX16,-0.178901813,7.298340017,-2.487521957,0.01976808,0.116277445,-3.714545937,unchanged
RNF2,0.178846606,4.784798085,2.702086299,0.012101818,0.089400272,-3.269314917,unchanged
FGF14,-0.178787013,4.046970404,-1.553038184,0.132777658,0.325652358,-5.353891706,unchanged
IQCJ,-0.178742354,2.460593444,-1.370476361,0.182520919,0.390075591,-5.603839637,unchanged
ADAMTS20,0.178703512,2.675600321,1.065073551,0.296855898,0.51601454,-5.96064509,unchanged
RASGEF1A,-0.178702204,3.944694936,-1.609784917,0.119795552,0.305420786,-5.270939689,unchanged
PCMT1,0.178686565,8.929273252,2.529828009,0.017968608,0.111283372,-3.628443309,unchanged
MX2,0.178668512,7.863254305,0.237397705,0.814251318,0.89946862,-6.4963188,unchanged
C9orf4,0.178663909,3.799022545,1.349688128,0.18901473,0.398200802,-5.630613726,unchanged
IMPA1,-0.178657785,5.457928176,-2.014095545,0.054697495,0.19747493,-4.613443618,unchanged
NEK1,0.178637865,5.701160496,1.74208574,0.093583302,0.264362542,-5.068293401,unchanged
MKL1,0.17860089,5.860147136,2.20394302,0.036798031,0.161354454,-4.268098944,unchanged
WDR4,-0.178510395,4.556215942,-2.288287066,0.030695782,0.146991822,-4.107947639,unchanged
SEC61G,0.178475637,9.822914518,1.667014198,0.107788022,0.286265925,-5.184846576,unchanged
UBE2U,-0.178449981,2.295657133,-2.861107836,0.00832866,0.073520077,-2.926537318,unchanged
ZNF354C,0.178390954,4.397253675,2.188881704,0.037996508,0.164269867,-4.296274919,unchanged
RPL38,-0.178385362,14.25340992,-2.540845653,0.017525573,0.109735337,-3.605879512,unchanged
DNALI1,-0.178333164,2.95995643,-2.295510863,0.030218475,0.145486782,-4.094048155,unchanged
ACN9,-0.178302811,5.595202408,-2.218055483,0.035706124,0.158934991,-4.241580482,unchanged
KITLG,0.178189116,5.759873279,1.153521469,0.259428196,0.476488466,-5.865532449,unchanged
PPAP2B,-0.178150086,9.604322215,-0.744631999,0.46332368,0.664647511,-6.245980261,unchanged
PSMB5,-0.178120871,9.561991013,-2.346796663,0.027019563,0.136735645,-3.994558819,unchanged
LAMP3,-0.17811607,2.381268704,-1.560052197,0.131112934,0.323394395,-5.34377069,unchanged
CPD,0.178073994,7.059264515,1.79733364,0.084174585,0.250271196,-4.979959559,unchanged
TMPRSS9,-0.178048854,4.35033345,-2.740907855,0.011054924,0.085067006,-3.186583518,unchanged
SLC6A13,-0.177986905,3.697232406,-1.991295151,0.057298457,0.202414366,-4.653437312,unchanged
USP33,0.17796724,7.755099468,1.381002768,0.179300204,0.386002201,-5.590148092,unchanged
TRIM50,-0.177960332,3.724500424,-2.184268918,0.038370535,0.165113979,-4.304878228,unchanged
ADAMTSL2,0.177934574,5.95881387,2.571141855,0.016359083,0.105286658,-3.543539883,unchanged
LMAN2L,-0.177896813,7.233412773,-1.939411561,0.063626581,0.214219637,-4.743209844,unchanged
COPS7B,0.177864919,6.967046761,2.958551667,0.006599387,0.065449093,-2.711652941,unchanged
SLC19A1,0.177856104,5.46710277,1.113871752,0.275756583,0.493802113,-5.909018837,unchanged
SOCS4,0.177850186,5.04649223,2.67945224,0.012754426,0.092002652,-3.317254723,unchanged
UBP1,0.177843495,6.14209991,2.887122502,0.007829032,0.070807422,-2.869513779,unchanged
CPT2,0.17774488,5.753670958,1.305495806,0.203417674,0.415524325,-5.686353103,unchanged
TMEM106C,-0.177723258,6.905699713,-1.348592406,0.189361958,0.398661014,-5.632015165,unchanged
RPL39,-0.177616544,11.49387368,-1.859115646,0.07462539,0.233657125,-4.878677585,unchanged
HNRNPA2B1,0.177548842,9.196964735,1.338994573,0.192424787,0.402870655,-5.644248836,unchanged
FIBP,0.177460867,6.83776361,2.101899798,0.045630697,0.179617689,-4.456410625,unchanged
FAM24B,-0.177430561,3.149350923,-1.821155843,0.080374888,0.243998897,-4.941216048,unchanged
CRMP1,0.177426383,6.385492715,1.995723954,0.056784869,0.201709137,-4.645694552,unchanged
RHOBTB2,0.177383014,5.65006467,3.190496928,0.003754086,0.047373289,-2.187022725,unchanged
TICAM1,0.177356557,7.173030508,2.006201213,0.055585998,0.199125888,-4.627328025,unchanged
AADAC,-0.177340336,2.917165827,-0.914225982,0.369189467,0.585033318,-6.106749918,unchanged
TPRG1L,-0.177282165,8.1958474,-2.027941515,0.053169416,0.19483722,-4.588997166,unchanged
CGA,-0.177269158,2.208126569,-2.713206338,0.0117928,0.088055688,-3.245682178,unchanged
UACA,-0.177176646,5.742471126,-0.63936654,0.52830511,0.71428159,-6.31868705,unchanged
CSPG4,-0.177176018,6.620460756,-1.056351284,0.300744847,0.519717765,-5.96965083,unchanged
HDGF,-0.177155928,9.383349436,-2.071085975,0.048647526,0.185417718,-4.512058037,unchanged
BAIAP2L2,0.177136953,5.005551651,1.885765618,0.070804725,0.2270576,-4.834190595,unchanged
NARG2,0.177055149,4.019621065,1.293248876,0.207555499,0.419568757,-5.701514213,unchanged
ZNF99,-0.177023745,5.403898371,-2.131751648,0.042868467,0.175087711,-4.40195567,unchanged
BCL2L12,-0.17698151,8.488515688,-1.796630075,0.08428911,0.250496004,-4.981097855,unchanged
ARRDC2,0.176965077,6.583316173,1.526458835,0.139244055,0.33289264,-5.391903494,unchanged
OVGP1,-0.176959758,4.051479405,-2.064146141,0.049350984,0.186989614,-4.524511144,unchanged
CAPN10,-0.176912933,5.145707022,-2.273918193,0.031665635,0.149543972,-4.135510365,unchanged
TNFRSF8,0.176897294,4.488539255,1.444255838,0.160881424,0.362535878,-5.505996556,unchanged
BCR,-0.176837014,5.544239128,-1.257937656,0.219848113,0.433381475,-5.744526752,unchanged
CCL17,0.176835631,5.421357737,2.135428572,0.042538803,0.174386388,-4.395211634,unchanged
ICAM2,-0.176809252,6.019460552,-1.036739233,0.309620138,0.529442696,-5.98965275,unchanged
DUSP8,-0.176788329,7.262180946,-2.511512118,0.018728175,0.113096137,-3.665825978,unchanged
RGL3,-0.176748249,4.058434849,-1.445632463,0.160498044,0.361922722,-5.504129575,unchanged
LIN7B,0.176737462,6.528427458,1.19911025,0.24154451,0.457602978,-5.813847653,unchanged
SLC10A6,-0.176712411,4.308369408,-0.527727259,0.602265466,0.766288685,-6.38406717,unchanged
RNF32,-0.176652068,4.928069231,-2.108245328,0.045030573,0.178683346,-4.444879871,unchanged
AATF,-0.176649548,7.746717794,-1.922650294,0.065797802,0.218149903,-4.771839261,unchanged
TMEM109,-0.176590579,7.006524506,-1.562465045,0.130544241,0.322422239,-5.340280361,unchanged
MVK,0.176566131,6.770735247,1.580648328,0.126323507,0.316065435,-5.313835066,unchanged
ADCK1,-0.176560629,5.629355368,-1.244073356,0.224823287,0.439388339,-5.761128444,unchanged
ZDHHC4,0.176556295,7.959027296,2.411731861,0.023414161,0.126412515,-3.866602256,unchanged
FNTB,0.176543009,6.377606515,1.775606388,0.087773443,0.255069453,-5.014953376,unchanged
FGD2,0.176514225,5.696198746,2.703924112,0.012050228,0.089211532,-3.265412746,unchanged
DEFB128,0.176496723,4.215317352,1.84845854,0.076202491,0.236464556,-4.89633386,unchanged
MRPS35,-0.176492551,7.761834106,-1.936780868,0.063963153,0.214863266,-4.747715373,unchanged
FAM19A2,-0.176463435,2.719736439,-1.017243881,0.318622775,0.538514118,-6.009194696,unchanged
OAZ2,0.176398619,7.985324051,2.119502749,0.043983242,0.177247241,-4.424364129,unchanged
HNRNPH2,0.176369638,7.774136676,2.316451518,0.028872774,0.142455084,-4.053595819,unchanged
TRIM38,0.17632698,6.464388897,0.680320003,0.502452029,0.696242839,-6.291666178,unchanged
RAB3A,-0.176321758,5.827055163,-1.560734369,0.130951944,0.323159132,-5.342784336,unchanged
FOXJ1,-0.176288251,3.447324938,-1.844443113,0.076804146,0.237483756,-4.902966529,unchanged
ABCC10,0.176265528,7.258240475,1.756983304,0.090962021,0.259491416,-5.044685173,unchanged
FLJ42280,-0.176205439,2.621134608,-2.515280706,0.0185695,0.112783191,-3.658147402,unchanged
MTHFS,-0.176130302,7.712833655,-1.561594159,0.130749269,0.32282071,-5.34154066,unchanged
C7orf71,0.176126012,2.648484916,1.603569397,0.121164134,0.307901575,-5.280143725,unchanged
ECEL1,0.176060776,3.662195003,1.798241203,0.084027051,0.250056033,-4.978490709,unchanged
ASPA,-0.176058413,4.591489939,-0.97140208,0.340501855,0.559314797,-6.053797332,unchanged
KCNQ2,-0.176053873,6.06975431,-2.950858234,0.006722424,0.065884538,-2.728744589,unchanged
ALG14,-0.176028281,6.372605699,-1.764722908,0.089625076,0.257309444,-5.032358433,unchanged
COX4I1,-0.176004987,9.739827803,-1.482234014,0.150570713,0.348729619,-5.453941788,unchanged
NDUFA8,-0.176004586,7.938403173,-1.670181497,0.107154037,0.285454335,-5.180011471,unchanged
UBL7,0.175993423,8.003595169,2.108251393,0.045030003,0.178683346,-4.444868838,unchanged
STARD7,-0.175918792,8.96777257,-2.139428721,0.04218274,0.173818232,-4.387865671,unchanged
NCOR1,-0.175882035,7.170127131,-2.543723901,0.017411517,0.109288563,-3.599975501,unchanged
SYT12,-0.175870174,4.272557383,-2.002357231,0.05602323,0.200249741,-4.63407454,unchanged
RHOXF1,-0.175862977,3.17498941,-1.459110311,0.156783106,0.357528389,-5.485771657,unchanged
ZNF311,0.175846124,3.118516099,1.320030068,0.198589965,0.409660072,-5.668198926,unchanged
KLHL4,0.175833963,3.674284495,1.768840375,0.088920678,0.256857171,-5.025783465,unchanged
RPL5,-0.175780817,11.99922236,-1.39164516,0.176089694,0.381589346,-5.576214443,unchanged
BARHL1,-0.175766254,4.817953768,-1.999867251,0.056308069,0.200642473,-4.638439689,unchanged
HIGD1B,0.175759459,3.982530632,1.251474919,0.222156741,0.43602207,-5.752285681,unchanged
ZNF395,0.175717849,7.186590461,0.848922777,0.403848753,0.614463862,-6.163546791,unchanged
NDUFA5,-0.175703459,7.697791288,-1.872021065,0.072753461,0.230726837,-4.857193921,unchanged
CCRN4L,-0.175679593,5.094176425,-1.352925665,0.187991677,0.396680425,-5.626467147,unchanged
NRM,0.175625961,7.619294211,1.066096946,0.296401949,0.515468001,-5.959584004,unchanged
PPP2R5C,0.175565885,8.517368756,3.192294823,0.003737514,0.04733857,-2.182889803,unchanged
C10orf111,-0.175557949,3.275553489,-1.69245213,0.102784071,0.278788586,-5.145807647,unchanged
MOV10,-0.175466118,7.260950965,-1.156156544,0.258368697,0.475042209,-5.862593898,unchanged
SF3B2,0.175433178,7.397625915,2.164364926,0.040022741,0.168526204,-4.341860056,unchanged
CEP72,-0.175391136,4.830041544,-1.726255531,0.096438771,0.268424959,-5.093207212,unchanged
KPTN,-0.175325665,5.652557058,-1.60022576,0.121905708,0.309044309,-5.285083073,unchanged
C3orf25,0.175110168,6.347619442,2.060733174,0.049700246,0.187495671,-4.530624683,unchanged
UBE2W,0.175066219,7.684425255,3.27852015,0.00302046,0.041212683,-1.983581945,unchanged
RNF165,-0.175008514,3.202095363,-1.126448178,0.270498722,0.488399909,-5.895374054,unchanged
NUDT3,-0.174855772,7.887340523,-2.246847199,0.033568789,0.153152569,-4.187129376,unchanged
KIAA1279,0.174850038,8.657268154,1.839255711,0.077587476,0.239205118,-4.911518862,unchanged
SPC24,-0.174837762,3.484333524,-1.033990171,0.31087872,0.530994251,-5.992429008,unchanged
STAT2,0.174792246,6.786158649,1.096646484,0.283077322,0.501944281,-5.927482212,unchanged
CD164L2,-0.174761019,6.053090439,-1.986643011,0.057842347,0.203605613,-4.661557117,unchanged
PTP4A3,0.174737106,6.134860389,2.146752256,0.041537771,0.172049591,-4.374392105,unchanged
PPM1M,0.174724052,6.571039962,1.613626599,0.118956094,0.304219175,-5.265236436,unchanged
SLC38A4,-0.174678904,3.597512161,-0.719547091,0.478368092,0.677222197,-6.264270816,unchanged
CUTC,-0.174638799,7.069782723,-1.517324913,0.141524697,0.336061458,-5.404840757,unchanged
GLTSCR2,-0.174587801,9.655880994,-1.263391614,0.217914076,0.431130847,-5.737951565,unchanged
U2AF1,-0.174572086,9.856882268,-1.984126633,0.058138432,0.2040103,-4.665943446,unchanged
MFSD6L,0.174551278,4.819083935,1.53747848,0.136532574,0.329801506,-5.376209772,unchanged
CD63,0.174536129,11.77413286,1.417408287,0.168505768,0.372177215,-5.542105914,unchanged
ZNF160,0.174510271,4.918290242,2.427965987,0.022584673,0.124335592,-3.834273824,unchanged
SIGLEC10,0.174480191,2.815907395,1.219206785,0.233959391,0.449047658,-5.790497165,unchanged
VPS53,-0.174401357,5.430718637,-2.3398856,0.027431804,0.138307238,-4.008047495,unchanged
C1orf186,0.174388222,6.616337342,1.994377901,0.056940534,0.202019271,-4.648049137,unchanged
SRP54,0.174388009,7.244189674,2.101194127,0.045697874,0.179690656,-4.457691436,unchanged
FGFRL1,0.174372263,7.711664671,1.280823092,0.211819578,0.424637913,-5.716769051,unchanged
CDC14A,-0.174360073,3.904939509,-1.185248625,0.246882297,0.463079285,-5.829752226,unchanged
MDM1,0.174344441,3.712287477,1.490383123,0.148429336,0.346116507,-5.442624607,unchanged
MED22,-0.17432952,7.584527233,-2.865997937,0.008232494,0.073020143,-2.915837902,unchanged
PTCH2,0.174280929,5.980820706,1.523672039,0.139936689,0.333660004,-5.395857528,unchanged
SSNA1,-0.174248083,8.273527169,-1.723644197,0.096916834,0.268875183,-5.097299824,unchanged
SRRM3,0.174235415,5.968259063,2.294081334,0.03031239,0.145856785,-4.096801001,unchanged
C9orf11,-0.174179706,2.861529204,-1.673828789,0.106427853,0.284545755,-5.174434558,unchanged
BPI,0.174010327,2.644546139,1.53634776,0.136808795,0.330222732,-5.377824393,unchanged
THUMPD1,-0.17396195,6.663503109,-3.176822794,0.003882455,0.048105266,-2.218424785,unchanged
SLC5A10,0.173900377,6.145719225,2.430676064,0.022448864,0.124335592,-3.828864029,unchanged
NPM1,-0.173888728,10.34583319,-2.443094187,0.021836129,0.122895915,-3.804028029,unchanged
DMXL2,0.173877812,3.138037629,0.98102636,0.335825683,0.555337524,-6.044590868,unchanged
UNC5A,0.17384814,5.008009978,1.450280743,0.159208937,0.36019813,-5.497814474,unchanged
CHMP1A,-0.173845494,8.034116452,-2.561720956,0.016713843,0.106468472,-3.562970879,unchanged
AMHR2,0.173821909,4.785668914,2.088213558,0.046949423,0.182283664,-4.481197957,unchanged
NKAIN3,0.173811328,2.895065559,1.559388034,0.13126983,0.32356535,-5.344730664,unchanged
BOD1,0.173808435,7.628696798,2.019523901,0.054093841,0.196689145,-4.603873612,unchanged
ZFP82,0.17379585,6.319019697,1.902782222,0.068455034,0.22290878,-4.805536768,unchanged
PRSS38,0.173787913,3.442637801,1.547015005,0.134221021,0.326799361,-5.362553025,unchanged
SLC35C1,0.173723642,5.558462171,1.180516321,0.24872451,0.464718122,-5.835144184,unchanged
WWP2,-0.173674031,6.412469528,-2.014399951,0.054663487,0.197408176,-4.61290745,unchanged
ZFYVE28,0.173607514,4.838606703,2.124032161,0.043568032,0.176893379,-4.416088297,unchanged
SLMAP,0.173466661,4.680670385,1.012066129,0.321044025,0.541049557,-6.014327485,unchanged
MEF2A,0.17345641,7.101167917,1.096460206,0.283157246,0.501944281,-5.927680452,unchanged
RALGAPA2,-0.173399911,4.744140225,-1.105277965,0.279391666,0.498149229,-5.918262919,unchanged
PEX14,-0.1732994,5.839965492,-2.81690766,0.009247468,0.07761254,-3.022828229,unchanged
METTL2B,-0.173286982,5.873642691,-2.323724668,0.02841832,0.141202928,-4.039490555,unchanged
LILRA6,0.173280408,4.722862728,1.474975334,0.152499059,0.351501887,-5.463978615,unchanged
PTPMT1,-0.17327058,7.34711359,-2.089472885,0.046826678,0.181998374,-4.4789219,unchanged
ZYG11B,0.173268025,6.49402839,2.355191875,0.026526417,0.135323884,-3.978139513,unchanged
ZNF396,-0.173244236,3.805442075,-2.70327914,0.01206831,0.089300658,-3.266782359,unchanged
SPSB2,-0.17317365,5.098599382,-2.518598954,0.018430819,0.112125241,-3.651380772,unchanged
NAA25,-0.173158179,5.408968546,-2.242287777,0.033899343,0.153990345,-4.195783205,unchanged
ZNF780B,-0.17314524,5.153892772,-1.976545596,0.05903852,0.205590551,-4.679133646,unchanged
GTDC1,0.173112059,5.562107625,1.418554222,0.168174564,0.371848322,-5.540576406,unchanged
APOLD1,-0.173103491,4.492849594,-1.054540887,0.301556528,0.520268631,-5.971511584,unchanged
TTLL8,-0.17309367,6.899907083,-2.039087101,0.051966932,0.19238554,-4.569231603,unchanged
PRRT3,-0.173090899,5.410376723,-2.019240026,0.054125262,0.196706591,-4.604374532,unchanged
CCNH,-0.173087464,7.294230565,-1.850991946,0.075824995,0.235776335,-4.89214357,unchanged
DPP3,-0.173086689,7.780608235,-2.124009267,0.043570122,0.176893379,-4.416130158,unchanged
CCAR1,-0.173065284,7.936308137,-1.917208231,0.066516539,0.219498639,-4.781095164,unchanged
TMEM72,0.173045773,4.086435388,1.416850722,0.168667106,0.372424391,-5.542849731,unchanged
CKLF,0.173033908,6.068592526,1.831481948,0.078774267,0.241669734,-4.924300988,unchanged
