,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
KRTCAP3,-0.43907656,3.979439513,-2.258758859,0.032718945,0.151532058,-4.164466246,unchanged
SH3BGRL,0.439067355,9.949981374,5.360332983,1.40E-05,0.001121718,3.15434547,unchanged
STMN3,-0.438835114,6.755764136,-2.383776191,0.02490848,0.130754033,-3.921957584,unchanged
FAM101B,0.438575322,7.243989466,1.429661276,0.164991128,0.367345773,-5.525697161,unchanged
GLT25D1,0.438560833,8.194621256,3.010742508,0.005819649,0.060685161,-2.59515672,unchanged
MTMR7,-0.438282731,3.732443841,-1.981990477,0.058390825,0.204319495,-4.669663841,unchanged
RAD51AP1,-0.438271763,4.765935856,-2.097542641,0.046046895,0.180081542,-4.464314193,unchanged
FZR1,-0.438268439,5.223764557,-2.167073263,0.039794228,0.168347929,-4.336841454,unchanged
MRC2,0.438174805,10.04931071,2.312325958,0.029133491,0.143013383,-4.061584138,unchanged
DTD1,-0.438079159,7.250118181,-3.264784431,0.003125049,0.042211015,-2.015472631,unchanged
IFRD2,-0.438042319,7.632738354,-2.727446238,0.0114079,0.086413488,-3.215342764,unchanged
CASP4,-0.438039022,7.891061123,-3.815487414,0.000777497,0.017319828,-0.702122626,unchanged
ZNF503,0.437679195,5.872209387,1.854543816,0.075298464,0.234965506,-4.886261412,unchanged
IFNE,0.437342713,2.837177015,2.29596537,0.03018867,0.145403514,-4.093172676,unchanged
GRAMD1B,0.437197283,4.078754585,4.880148899,4.88E-05,0.002603478,1.949570706,unchanged
VPS13A,-0.437074534,6.003788957,-2.818243448,0.009218348,0.077564604,-3.019929344,unchanged
GCNT2,-0.437041953,3.245583874,-2.490497627,0.019636251,0.116205402,-3.708517999,unchanged
NMUR1,-0.436937708,4.2689701,-1.872413183,0.072697227,0.230624071,-4.856539412,unchanged
PHTF1,0.436931187,5.225250555,2.126507507,0.043342603,0.176365714,-4.411560355,unchanged
TPM4,0.436856389,10.93960737,2.395646658,0.024263582,0.129158123,-3.898501769,unchanged
HHIPL1,0.436856288,4.77617345,1.978317804,0.058827017,0.205262534,-4.676053478,unchanged
PUSL1,-0.436800194,5.496588979,-3.853125309,0.000705853,0.016322993,-0.610217451,unchanged
NQO1,-0.436782177,7.563380644,-2.114969277,0.044402364,0.177701528,-4.432635128,unchanged
KRTAP17-1,-0.436695155,4.111419509,-1.451927365,0.158754275,0.359692108,-5.495573289,unchanged
APBB2,0.436550117,8.24338557,2.119728473,0.043962466,0.177247241,-4.42395199,unchanged
SERPINB5,-0.436217645,4.515067301,-1.304135706,0.203874041,0.415939073,-5.688042994,unchanged
MICB,0.436101665,5.528419156,2.626787569,0.014402704,0.097987457,-3.427938472,unchanged
TIMP1,0.436032054,10.37415876,1.447974547,0.159847473,0.361061771,-5.500949785,unchanged
RNF39,-0.435967877,6.004283686,-1.830413212,0.078938644,0.241788083,-4.926055052,unchanged
FANCI,-0.435915015,5.308777999,-2.617393943,0.014716859,0.099080603,-3.447551717,unchanged
P4HA1,0.435905304,7.549794156,1.99449892,0.056926523,0.202018067,-4.647837492,unchanged
SSX2IP,0.435863696,4.904748301,1.902108254,0.06854679,0.223109232,-4.806675296,unchanged
SDR42E1,-0.435859433,4.41877862,-2.072126349,0.048542841,0.18531673,-4.510188611,unchanged
CPXM2,-0.435845333,6.535983363,-1.194376563,0.243357583,0.459607714,-5.819297536,unchanged
TMEM62,-0.435623338,5.43378999,-2.437732978,0.022098746,0.123460558,-3.814759831,unchanged
TMEM79,-0.435333586,6.068239588,-1.361124848,0.185420131,0.393275912,-5.615927475,unchanged
RYR2,0.435322545,3.500486546,1.054600478,0.301529787,0.520268631,-5.971450383,unchanged
GPX7,0.435259462,6.898438036,1.173814458,0.251350842,0.467667186,-5.842747248,unchanged
AGFG2,-0.435229793,5.321089306,-1.955822464,0.061561763,0.209972866,-4.715001868,unchanged
HCN1,-0.434815314,2.442812092,-2.000619971,0.056221828,0.2004802,-4.63712052,unchanged
VEPH1,0.434797585,4.985926597,1.539798573,0.135967231,0.3293611,-5.372893705,unchanged
HIST1H1A,-0.434728116,5.222630125,-3.238188096,0.003337587,0.044232762,-2.077072453,unchanged
KRT35,-0.434227767,4.024190304,-3.080908658,0.004908981,0.054337085,-2.437076265,unchanged
BCL2,-0.433977487,4.381589531,-2.336746952,0.027620914,0.138969779,-4.014164997,unchanged
TTC39C,-0.433556051,6.837032838,-1.888706686,0.070393673,0.226378085,-4.829251956,unchanged
E2F2,-0.433272672,4.203491976,-2.259163634,0.032690412,0.151532058,-4.163694736,unchanged
TP53INP1,0.433197166,6.789892755,3.129782028,0.00435708,0.050896888,-2.326019897,unchanged
TGFB1I1,0.433163284,10.24607323,2.441420627,0.021917797,0.123054443,-3.807379624,unchanged
PLCXD3,-0.432972204,2.272619164,-1.600835469,0.121770203,0.309015678,-5.284183012,unchanged
MAEL,0.432907033,2.454363879,3.029070252,0.005567313,0.058637341,-2.554024126,unchanged
FHAD1,0.432743853,3.494930928,2.579320621,0.016056793,0.10417401,-3.526637521,unchanged
SLC31A1,-0.432719425,6.290654445,-2.618967047,0.014663807,0.098909775,-3.444269944,unchanged
HIP1,0.432641739,5.686742793,3.357698313,0.002480412,0.036201834,-1.798759024,unchanged
TMEM51,-0.43263299,4.419034165,-2.015285105,0.054564705,0.197379682,-4.611348046,unchanged
LOC285141,-0.432032354,2.803484977,-1.716812534,0.09817703,0.271221158,-5.107983696,unchanged
MEGF10,-0.4319282,3.788594351,-2.749994005,0.010822513,0.084299655,-3.167129446,unchanged
MS4A7,0.431823131,4.46035362,1.921076864,0.066004906,0.218542347,-4.774517358,unchanged
GXYLT2,0.431264027,8.333669632,0.964141725,0.344058589,0.561878544,-6.060686819,unchanged
TK1,-0.431246982,6.982596159,-1.620202016,0.117530619,0.301990952,-5.255449221,unchanged
PNMT,-0.431200929,3.581693877,-1.961275551,0.060888785,0.209099133,-4.705590262,unchanged
COL14A1,-0.431120365,8.115537754,-0.749917233,0.460189901,0.6622061,-6.242050073,unchanged
LRRC16A,-0.43085913,5.384420965,-2.208737701,0.036423723,0.160514448,-4.259102061,unchanged
THUMPD2,0.430228631,4.818686232,3.847883343,0.000715428,0.016378618,-0.623030486,unchanged
EEF1E1,-0.43022603,7.435802013,-2.389383228,0.024601926,0.13006893,-3.910887242,unchanged
TMEM61,-0.430072982,5.393458078,-2.545545177,0.017339702,0.109086495,-3.596237593,unchanged
TUFM,-0.429972999,10.22663744,-2.835064419,0.008858997,0.076021721,-2.983365136,unchanged
FKBP11,0.429972194,7.871890234,2.110262716,0.044841263,0.178363214,-4.441208921,unchanged
KDM5D,-0.429620218,6.613951675,-0.947747672,0.352181923,0.56882635,-6.076066857,unchanged
IRS1,-0.429599906,6.153272267,-1.899451401,0.068909544,0.223649536,-4.811160569,unchanged
POR,-0.429514601,9.882487306,-6.164979468,1.78E-06,0.000276117,5.143583466,unchanged
SH2D3C,0.429083883,3.825474987,2.089094313,0.046863547,0.182093776,-4.479606217,unchanged
FAM13A,-0.428789807,5.662665344,-2.224540847,0.035214226,0.157593034,-4.229356051,unchanged
TM7SF4,0.428758006,3.118662014,1.897551304,0.069169999,0.224097684,-4.814365427,unchanged
STARD5,0.428323345,6.470261296,1.782201593,0.086667369,0.253751479,-5.004365902,unchanged
PIK3CB,-0.428297141,6.146329509,-3.69502662,0.001058219,0.021131488,-0.994706615,unchanged
CNTN6,0.428016271,5.143106087,2.308847418,0.029354985,0.143407151,-4.068312513,unchanged
OAS1,-0.427884691,5.421111087,-0.582925852,0.565079492,0.741447314,-6.353262048,unchanged
FTL,0.427833338,12.91804452,2.228403379,0.034924183,0.156957009,-4.222064173,unchanged
METTL7A,-0.427560556,6.40917058,-1.218705216,0.234146499,0.449290069,-5.791084139,unchanged
HEBP2,-0.427526653,10.77433302,-2.567465141,0.016496694,0.105757763,-3.551128159,unchanged
TXNDC3,0.427260379,3.079910374,2.168626324,0.03966372,0.168084542,-4.333961677,unchanged
ARID5B,0.427234665,9.164091724,2.953876546,0.006673896,0.065751436,-2.722041656,unchanged
ABCA1,0.427225846,6.517917022,3.096314194,0.004728159,0.053050881,-2.402151902,unchanged
SPOCK1,0.427100527,8.157564451,0.94712088,0.352495036,0.568984847,-6.076650013,unchanged
RAB13,0.427083337,8.655283815,4.182525554,0.000301158,0.009213684,0.202175623,unchanged
COL4A4,0.426931414,3.286806488,2.689359014,0.012464824,0.09096108,-3.296298833,unchanged
SYNE2,-0.426745966,5.864230029,-1.36971288,0.182756275,0.390346472,-5.604829186,unchanged
LYN,-0.426373395,6.424386558,-1.298173476,0.205883927,0.417525295,-5.695432787,unchanged
SLC39A11,-0.426345212,6.036176181,-3.791321084,0.000827216,0.018082491,-0.761014937,unchanged
MN1,0.426305816,6.337266873,0.895115879,0.379123643,0.592767171,-6.12377943,unchanged
TRAM2,0.426125322,7.992995244,1.595587731,0.122940582,0.310545809,-5.291920668,unchanged
SLC26A7,-0.426100352,3.138049839,-2.216538469,0.035822077,0.159105151,-4.244436503,unchanged
ACSM1,-0.425960154,3.871307598,-3.124622477,0.004412406,0.050939163,-2.337779731,unchanged
LZTS1,0.425893798,4.763393695,2.66103781,0.013309556,0.094233271,-3.356094097,unchanged
NEBL,-0.425871508,3.763803634,-1.609524557,0.119852622,0.305460882,-5.271325813,unchanged
CHAC2,-0.425763927,4.792812756,-2.880841088,0.007947,0.071431153,-2.88330589,unchanged
CNST,0.425726672,7.534288943,3.515644997,0.001668472,0.02820939,-1.42538296,unchanged
HRAS,-0.425471485,7.644377559,-3.284814038,0.002973673,0.04079503,-1.968951843,unchanged
TCF7,0.425291911,5.255702373,4.204152575,0.000284697,0.00893198,0.255932308,unchanged
TEX9,-0.425136644,3.447889298,-1.735270932,0.094803637,0.265943472,-5.079040482,unchanged
KRTAP10-2,-0.425022705,4.958871732,-1.887691178,0.070535368,0.226664556,-4.830957847,unchanged
DLX3,-0.425019777,4.448147317,-1.221598735,0.233068628,0.448257087,-5.787694978,unchanged
PACS1,0.424978589,7.235996645,2.89248753,0.007729592,0.070375958,-2.857722068,unchanged
PTPN14,0.424963109,6.434629733,4.879838987,4.88E-05,0.002603478,1.948791653,unchanged
RASAL1,-0.424896627,5.230962803,-2.269326788,0.03198136,0.150352842,-4.144293811,unchanged
PDCD2,-0.424732528,6.89460846,-4.273797409,0.000237516,0.007713908,0.42931863,unchanged
GLIPR1L2,-0.424505592,3.104023302,-2.239389479,0.034110997,0.154476922,-4.201278158,unchanged
MEIS3,0.42428767,6.58238548,2.993810598,0.00606244,0.062471879,-2.633054637,unchanged
SYT17,-0.424211372,4.261053215,-2.038278006,0.052053406,0.192422345,-4.57066905,unchanged
CD84,0.424179407,4.235746606,2.126442992,0.043348465,0.176365714,-4.411678414,unchanged
RBM7,0.423788195,7.040830742,5.825133349,4.22E-06,0.000499476,4.309799713,unchanged
DYSF,0.423449312,5.805774759,3.068017392,0.005065364,0.055363075,-2.46624175,unchanged
TLR7,0.423030536,2.916401903,1.942583868,0.063222778,0.213394925,-4.73777072,unchanged
CREB1,0.423002319,5.261315123,5.105114644,2.71E-05,0.001683702,2.514800403,unchanged
TMPRSS2,-0.422886504,5.78115434,-2.38421273,0.024884487,0.130753138,-3.921096279,unchanged
ATP8A1,-0.422790669,4.214284099,-1.907934505,0.067757118,0.221612868,-4.796823141,unchanged
SLC40A1,0.42257466,7.029831196,1.03763403,0.30921125,0.528844288,-5.988747642,unchanged
LOC388796,-0.422463984,4.375160054,-2.841613154,0.008722712,0.075478985,-2.969100151,unchanged
ITGB3,0.422426228,5.146116037,2.012491812,0.054876972,0.197809679,-4.616267408,unchanged
C15orf41,0.422379348,5.345827221,3.591193107,0.001378145,0.024906175,-1.244792886,unchanged
PNPT1,-0.422086875,6.046860261,-1.222440559,0.23275574,0.447968526,-5.786707615,unchanged
KRTAP10-9,-0.421988734,7.994280594,-2.054801877,0.050312446,0.188697212,-4.541232206,unchanged
PLK1,-0.421843108,5.579339229,-2.690801018,0.012423188,0.090814253,-3.293245031,unchanged
ARNTL,0.421644419,4.072109041,1.938644246,0.063724591,0.214354264,-4.744524473,unchanged
EPS8L1,-0.421525295,5.553694272,-2.073141849,0.048440851,0.185273864,-4.508363245,unchanged
BBS10,0.421505072,5.696760714,5.015521813,3.43E-05,0.002008511,2.289795357,unchanged
TYSND1,-0.421472451,5.549410794,-2.475766612,0.02029691,0.118320594,-3.738316983,unchanged
SQRDL,-0.421419735,7.350120164,-1.62596973,0.116291968,0.300008102,-5.246837753,unchanged
CDKN1B,-0.421318614,8.011338931,-3.52983248,0.001609748,0.027563436,-1.391562355,unchanged
HSPG2,0.420771237,9.028526573,2.939202561,0.006912995,0.066841154,-2.754598335,unchanged
RPRML,-0.420632074,3.560880197,-2.372628475,0.02552839,0.132735055,-3.943918878,unchanged
PTK7,0.420136083,8.194156158,2.636993433,0.014068492,0.09669307,-3.406584645,unchanged
TMEM37,0.420107843,5.601520075,2.592754607,0.015571533,0.102403443,-3.49880787,unchanged
ZNF668,0.420099497,5.239424769,2.657167076,0.013429087,0.094739669,-3.364239383,unchanged
IRAK1,0.420001147,8.122718097,4.578303282,0.000107317,0.004442085,1.191188321,unchanged
CCDC88C,-0.419627987,2.887859608,-3.130774894,0.004346509,0.050813584,-2.32375597,unchanged
SH3GLB2,-0.419558283,7.20375777,-2.489633082,0.019674469,0.116217803,-3.710269787,unchanged
FGFR2,-0.419070342,5.066926976,-1.839733212,0.077515083,0.239131604,-4.910732383,unchanged
RNASEH2A,-0.418714592,8.258161448,-1.78938379,0.085476437,0.252163167,-4.992801634,unchanged
PNN,0.418703624,6.345190236,4.371794186,0.000183992,0.006458061,0.673919093,unchanged
TIGD2,-0.418434,5.215869631,-1.516022396,0.141852386,0.33646111,-5.40668039,unchanged
ATP10A,0.418351257,3.846938234,3.687092951,0.001079852,0.021418759,-1.013887436,unchanged
MME,0.418250957,7.449800663,1.230899201,0.229629352,0.444605993,-5.776753167,unchanged
ANXA9,-0.418136066,3.677654225,-2.097006987,0.046098294,0.180210184,-4.46528504,unchanged
FAM46A,-0.417444111,7.672553575,-1.557849352,0.131633906,0.32416907,-5.346953367,unchanged
CCL5,0.417320868,5.20180701,0.699366559,0.490673971,0.686878483,-6.278548827,unchanged
SLC25A21,-0.417071713,2.547713771,-3.680831576,0.001097231,0.021647232,-1.029017062,unchanged
RBPMS,0.416759203,5.601961296,2.059032921,0.049875058,0.187804867,-4.533667623,unchanged
TARSL2,-0.416713033,4.796133139,-2.65642331,0.013452169,0.094758371,-3.365803757,unchanged
ECT2,-0.416571959,5.889466285,-2.762672667,0.010505889,0.082930297,-3.139926735,unchanged
ACPP,-0.416406605,3.618301296,-1.588044074,0.124639306,0.313309145,-5.303007359,unchanged
NOP58,-0.416340201,8.452846148,-4.798168988,6.04E-05,0.002975867,1.74348993,unchanged
CCDC110,-0.415977287,2.309381754,-2.23723194,0.034269331,0.154883713,-4.205365632,unchanged
ANKRD18A,-0.415941175,3.697785046,-1.747415522,0.092638221,0.262747598,-5.059865294,unchanged
PLAUR,0.41582773,7.485846626,1.144426634,0.263109498,0.480516721,-5.875628415,unchanged
IGFBP6,-0.415655991,9.656971432,-0.969514309,0.341424235,0.559772097,-6.055593284,unchanged
KLHL31,-0.415518519,4.354224036,-2.232278432,0.034635372,0.15603296,-4.214740208,unchanged
STON1,0.415482512,6.181730651,2.928810394,0.007087231,0.067856429,-2.777608152,unchanged
FAM111B,-0.41546206,3.20575247,-2.571392666,0.016349735,0.105272344,-3.543022012,unchanged
SLC4A5,-0.415321259,3.854327036,-1.963083118,0.060667138,0.208774638,-4.702466314,unchanged
GALNT9,0.414660402,6.72334401,2.622263099,0.014553227,0.098557765,-3.437390192,unchanged
MRAP,-0.414542431,4.067743485,-1.572791871,0.128133148,0.318704517,-5.325292027,unchanged
HEYL,0.414476454,6.006667229,2.599254585,0.015341679,0.101368594,-3.485312986,unchanged
FAM153B,-0.414417353,3.335233499,-1.404604655,0.172241708,0.376556235,-5.559123687,unchanged
FEZ2,0.41421264,7.525345215,3.629756729,0.00124959,0.023551232,-1.152155487,unchanged
FGF1,-0.414193292,4.590316355,-2.027922213,0.05317152,0.19483722,-4.589031329,unchanged
ITIH5,-0.414105135,4.991038547,-1.594779882,0.123121577,0.310843593,-5.293109986,unchanged
F10,0.41406388,6.215615021,0.778029202,0.44373406,0.647674655,-6.220699756,unchanged
INHBE,-0.414000215,5.654667408,-1.270083429,0.215558821,0.428306131,-5.729849886,unchanged
EMILIN1,0.413969365,9.825774175,3.411056271,0.00217055,0.033272015,-1.673294066,unchanged
RPAIN,-0.413829056,6.71845542,-3.931401776,0.000577015,0.013955083,-0.418405826,unchanged
NAP1L3,0.413726192,4.869781565,0.975839847,0.338340199,0.557154563,-6.049562665,unchanged
PRDX1,-0.413625962,10.91404342,-6.067988943,2.27E-06,0.000337842,4.90674532,unchanged
